Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Nhlrc2	14.2154	16.9913	34.0706	33.9082	17.0918	23.1116	NHLRC2
Nhlrc3	10.3786	12.227	24.4625	25.5998	12.0479	19.4716	NHLRC3
Nhlrc4	0.0490493	0.213237	0	0	0.300822	0.233954	NHLRC4
Nhp2	121.513	105.499	174.492	171.736	130.554	102.313	NHP2
Nhs	0.110547168139	0.13888	0.633062687073	0.830727	0.0642467	0.258418	NHS
Nhsl1	10.649678	19.060688	5.509766	6.02714	8.560606	13.31968	NHSL1
Nhsl2	0.115304	0.126086	0.359678	0.454613	0.10902	0.197245	NHSL2
Nicn1	25.5475	32.8851	35.3375	31.529	28.3342	30.7899	NICN1
Nid1	43.7898	71.4558	29.2319	32.7247	46.7675	83.5847	NID1
Nid2	0	0	0	0	0	0	NID2
Nif3l1	20.0225	17.9414	25.8916	27.9584	18.6011	18.5454	NIF3L1
Nifk	34.5482	39.5042	63.792	63.5481	35.63	40.305	NIFK
Nim1k	1.44035	1.79082	2.29191	2.45633	1.66858	2.26316	NIM1K
Nin	5.654318	8.914056	5.17746	5.82533000255397	5.887913	9.20062	NIN
Ninj1	79.5493	94.5453	72.0494	71.9509	103.346	117.006	NINJ1
Ninj2	0.4461407	1.468076	0	0	2.21909	1.8679625	NINJ2
Ninl	8.10877	11.5892	17.4689	18.6704	7.24738	9.43388	NINL
Nip7	36.867936	30.438724	51.894766	50.780227	36.869577	31.54299	NIP7
Nipa1	8.61377	9.78594	16.5847	17.519	10.5398	11.4397	NIPA1
Nipa2	15.795139	14.277805	26.769826	27.734179	14.394215042	14.44326	NIPA2
Nipal1	4.64954	5.55976	7.25564	7.43111	6.26317	6.85339	NIPAL1
Nipal2	0.144525	0.506637	0.0975081	0.129066	0.335722	0.31813	NIPAL2
Nipal3	5.247168	7.00541	8.91643	8.99544	4.95052	7.37663	NIPAL3
Nipal4	0.0938065	0.170131	0.330547	0.234489	0.0652888	0.18827	NIPAL4
Nipbl	11.99983	17.72013	29.57516	30.86831	10.08403	15.85816	NIPBL
Nipsnap1	57.8415	59.3806	66.2115	69.4817	60.2103	57.561	NIPSNAP1
Nipsnap3b	27.89566	25.416326	32.42785	34.471515	19.79936	20.366707	NIPSNAP3A
Nisch	117.4916	153.7908	156.3195	163.6275	104.3038	154.8296	NISCH
Nit1	32.6357	37.1908	36.8179	31.127	40.6614	47.3668	NIT1
Nit2	40.3282	25.4548	29.0154	26.2816	34.3017	30.7911	NIT2
Nkain1	22.5671	29.9523	40.1126	39.4743	33.2026	45.0525	NKAIN1
Nkain2	1.34307	1.65186	1.31004	1.36766	2.13953	2.37025	NKAIN2
Nkain3	0	0	0.0263251	0	0	0.0222869	NKAIN3
Nkain4	2.46497	2.522793	23.526672	24.003833	8.64163	7.100572	NKAIN4
Nkap	11.0668	12.0925	9.6248	8.92673	10.3038	11.6409	NKAP
Nkapl	0.741926	0.56687	0.99467	0.770101	0.852387	0.707666	NKAPL
Nkd1	0.180937	0.241026	0.114688	0.0812533	0.0736379	0.0533504	NKD1
Nkd2	0.126155493035	0.109818360898	0.083735829381	0.074338341521	0.044507268387	0.167153268476	NKD2
Nkg7	0	0	0	0	0	0	NKG7
Nkiras1	6.062548	6.542181	3.999641	4.618226	6.414192	7.2369344	NKIRAS1
Nkiras2	32.20756	38.24659	38.64973	36.95318	29.92569	36.54164	NKIRAS2
Nkpd1	0.0652205	0.0350747	0.0708097	0.0470615	0.0562643	0	NKPD1
Nkrf	4.45916	5.77537	11.4058	13.7833	4.54292	6.45144	NKRF
Nktr	27.1327	27.3546	40.4453	42.6221	19.9689	26.074	NKTR
Nkx1-2	0.201645	0.0546692	0.165799	0.0734289	0.0874961	0	NKX1-2
Nkx2-1	0.0361955	0.0356511	0.0366577	0.0961294	0	0	NKX2-1
Nkx2-2	0	0	0	0	0	0	NKX2-2
Nkx2-3	3.52957	4.08544	13.5906	12.0655	3.57364	5.33724	NKX2-3
Nkx2-4	0	0	0	0	0	0.0803639	NKX2-4
Nkx2-5	0.123016	0	0	0	0	0.0562147	NKX2-5
Nkx2-6	0	0	0	0.125371	0.0742605	0	NKX2-6
Nkx2-9	0.216757	0.286772	0.234026	0.171493	0.149031	0	NKX2-8
Nkx3-1	0.0327326	0	0	0	0.0289122	0	NKX3-1
Nkx3-2	0	0	0	0	0	0	NKX3-2
Nkx6-1	0.0497566	0.213085	0.0541945	0	0	0.0908596	NKX6-1
Nkx6-2	0	0	0	0	0	0	NKX6-2
Nle1	13.6784	12.2994	26.5965	25.5363	10.5683	10.5919	NLE1
Nlgn1	0.0482606	0.0528031	0.21605	0.214885	0.042992	0.0230428	NLGN1
Nlgn2	25.87921	32.90343	26.1414	26.5807	23.34353	33.9439	NLGN2
Nlgn3	0.0255348	0.0277028	0.0281089	0.0749064	0.22417	0.168327	NLGN3
Nlk	10.4509	13.2801	25.4637	26.9053	11.7718	17.5656	NLK
Nln	16.5179	23.3611	25.2224	23.8277	22.9525	31.9669	NLN
Nlrc3	2.33161	3.7025209	1.34654	2.2444474	2.2764605	3.62209	NLRC3
Nlrc4	8.53347	9.03549	12.7132	13.5774	7.88265	8.5158	NLRC4
Nlrc5	0.0831773	0.0603995	0.18388	0.224378	0.357769	0.564222	NLRC5
Nlrp10	0.676627	0.577142	0.782331	0.717075	0.903719	1.1524	NLRP10
Nlrp12	0.137826	0.17523	0.0509544	0.0337828	0.0405905	0.0217686	NLRP12
Nlrp14	0	0	0	0	0	0	NLRP14
Nlrp1b	0	0	0	0	0	0.02395	NLRP1
Nlrp2	0.123895	0.338914	0.72917	0.50549	0.716564	0.979883	NLRP2
Nlrp3	0.0496055	0.350401	0	0	0.0654706	0.16386	NLRP3
Nlrp4c	0	0	0	0.0442358	0	0	NLRP4
Nlrp5	0	0.03427750101714	0.0349029018466	0	0	0.0896159	NLRP5
Nlrp6	0.06491250597624	0.117628021102	0.071612812775	0.0950161199994	0.095005317974	0.06105980966367	NLRP6
Nlrp9b	0	0	0	0	0	0	NLRP9
Nlrx1	0.926645	1.04119	1.95666	1.97132	0.764483	1.28111	NLRX1
Nmb	2.3086	3.082	1.57437	1.04852	5.266	2.89944089	NMB
Nmbr	0	0.104485	0	0.142021	0.252803	0	NMBR
Nmd3	71.9189	67.5026	107.611	108.381	87.0536	74.4514	NMD3
Nme1	148.029	132.345	197.525	185.531	156.673	126.134	NME1
Nme2	1471.764	954.397	940.915	931.122	1512.187	996.475	NME2
Nme3	37.8748	29.3754	30.4866	25.0833	47.3638	37.2855	NME3
Nme4	58.225	55.6934	57.1602	42.2331	68.5783	61.944	NME4
Nme5	1.88998	1.879426	0.692116	1.69918	0.981085	1.48262	NME5
Nme6	12.32412	12.82313	21.18375	25.94396	14.29148	11.27947	NME6
Nme7	27.12274	28.579346	23.573538	24.179462	23.622724	22.978436	NME7
Nme8	0	0	0.0748261	0	0	0	NME8
Nme9	0.150745	0	0	0	0	0	NME9
Nmi	10.57652	10.68262	13.63652	12.9638	10.801531	10.259073	NMI
Nmnat1	11.54261	12.78263	14.75752	13.48436	17.3289	16.25046	NMNAT1
Nmnat2	0.687355	0.81869	1.58361	0.911408	0.967351	1.42053	NMNAT2
Nmnat3	7.25498	7.19912	15.79893	15.14982	7.74221	7.39342	NMNAT3
Nmral1	20.395658	24.326129	13.334143	14.010557	21.266179	23.382442	NMRAL1
Nmrk1	16.4003	19.831	13.102	15.8897	16.0506	14.5642	NMRK1
Nmrk2	0.996683	0.68146	0.334774	0.79133	0.580934	0.678236	NMRK2
Nms	0	0	0	0	0	0	NMS
Nmt1	93.6185	114.74	116.279	116.886	116.726	137.95	NMT1
Nmt2	54.10994	68.91879	38.81317	42.473927	78.8904	101.6057	NMT2
Nmu	0.766267	0.167214	0.173169	0.227798	2.01313	0.587656	NMU
Nmur1	0.0757082	0	0	0	0	0	NMUR1
Nmur2	0	0	0	0	0	0.0311078	NMUR2
Nnat	63.821857	72.76046	51.408458	44.482321	51.799694	56.7459	NNAT
Nnmt	0	0	0	0	0	0	NNMT
Noa1	15.1261	21.5502	33.7527	30.8969	16.593	19.8165	NOA1
Nob1	46.8002	52.3147	64.9964	63.5498	44.1451	51.585	NOB1
Nobox	0	0.119091	0	0	0.096409	0	NOBOX
Noc2l	37.7413	52.9559	83.1781	86.8078	45.8845	58.5366	NOC2L
Noc3l	10.6012	15.5881	38.5462	37.4487	9.09324	13.1429	NOC3L
Noc4l	30.2452	35.3272	49.3138	50.6114	29.0398	38.4277	NOC4L
Nod1	2.89394	4.37246	0.683304	0.638094	2.58813	3.70154	NOD1
Nod2	0.226945	0.134249	0.0453968	0.0906285	0.217367	0.426285	NOD2
Nodal	0	0	0	0	0	0	NODAL
Nog	0	0	0.055579	0.0736585	0	0	NOG
Nol10	21.5117	26.2421	25.8033	25.881	16.8138	20.5634	NOL10
Nol11	16.38193	20.999	37.60517	39.88645	16.53169	21.43852	NOL11
Nol12	19.9361	25.8494	34.956	31.8298	20.2103	19.807	NOL12
Nol3	4.29323	5.1576	11.7968	11.8999	11.8611	13.4236	NOL3
Nol4	0.665359	1.117435	0.637073	0.441564	1.1745601	1.6634085217	NOL4
Nol6	12.1764	20.0192	41.378	41.39	10.624	17.5098	NOL6
Nol7	56.4634	64.185	49.1551	48.0806	65.8532	62.0662	NOL7
Nol8	7.017038937	9.43854	27.640707	28.88963	7.1289900050393	9.455343	NOL8
Nol9	9.314500934745	11.757172848404	34.03261	32.33382	7.633046	10.919194	NOL9
Nom1	20.0243	27.1496	32.6251	34.5652	15.6381	22.2888	NOM1
Nomo1	18.3603	29.3566	75.0454	79.1503	19.2169	26.8722	NOMO3
Nono	274.0706	381.6876	381.1144	392.3993	297.7412	390.5601	NONO
Nop10	250.096	225.268	158.195	164.45	316.625	246.869	NOP10
Nop14	28.8999	42.5043	90.3607	90.3835	41.81	55.3446	NOP14
Nop16	48.1897	49.9342	50.8364	52.7103	54.5249	47.006	NOP16
Nop2	35.7576	46.7302	141.135	139.444	40.6892	48.6793	NOP2
Nop56	146.955	165.114	289.176	293.638	162.128	157.882	NOP56
Nop58	72.2078	77.9461	171.381	176.958	89.7588	91.3081	NOP58
Nop9	12.3285	16.4045	19.6959	19.1425	11.9477	15.954	NOP9
Nos1	0.0402434	0.0427572	0.0542147	0.0577998	0.00867941	0.0564403	NOS1
Nos1ap	0.48078498	0.898557	1.823965	1.58623	0.41778	1.48519	NOS1AP
Nos2	7.47998000030563	12.56446	0	0	10.41531	22.4977	NOS2
Nos3	0.341333	0.443858	0.150488	0.0662234	1.09111	0.914578	NOS3
Nosip	37.98344	49.78632	46.08272	41.77786	33.737046	41.82638	NOSIP
Nostrin	4.8639	6.42824	8.95746	9.37436	11.0627	10.3282	NOSTRIN
Notch1	1.64071	2.56975	7.43181	7.1184	3.1379	5.88181	NOTCH1
Notch2	11.9257	20.9359	15.9381	16.8088	11.0108	20.5086	NOTCH2
Notch3	0.184377	0.298796	0.289334	0.117489	0.251445	0.35501	NOTCH3
Notch4	0.862469	0.901185	0.149274	0.139386	1.16777	1.86461	NOTCH4
Noto	0	0	0	0	0	0	NOTO
Notum	0.737595	0.743273	0	0.143727	0.0428053	0.0921764	NOTUM
Nov	1.43175	1.38733	1.19915	1.15807	3.543	3.56443	NOV
Nova1	0.128998	0.425166	0.400527	0.384527	0.129792	0.277399	NOVA1
Nova2	0.731256	0.87512	2.15089	2.18532	0.531832	1.03203	NOVA2
Nox1	0.0972259	0.157427	0.102346	0.141303	0	0.309905	NOX1
Nox3	0	0	0	0	0	0	NOX3
Nox4	3.746272	4.80754	8.52201	8.45162	7.6698	10.554159	NOX4
Noxa1	10.85433	12.54836	2.693619	1.94364	11.3643	13.31204	NOXA1
Noxo1	2.20285	2.24809	1.34144	1.3863	4.50003	4.5919	NOXO1
Noxred1	0	0.173194	0.443236	0.353525	0.350383	0	NOXRED1
Npas1	0.262167	0.141291	0.428671	0.391449	0.116887	0.0835859	NPAS1
Npas2	0.0469227	0.229838	0.155645	0.138102	0.227214	0.442673	NPAS2
Npas3	0.0512733	0.0186341	0.0379879	0	0	0.016093	NPAS3
Npas4	0	0	0.0325524	0	0.0517609	0	NPAS4
Npat	10.9194	13.7011	18.3098	18.3936	10.344	14.7816	NPAT
Npb	1.96582	4.019900378349	4.812306	3.12798	11.083756	10.96066	NPB
Npbwr1	0.0276623	0.151045	0.0308087	0	0.0303175	0.0261795	NPBWR1
Npc1	12.4013	19.3691	17.1768	19.6912	20.2436	31.0644	NPC1
Npc1l1	0.106388	0	0.140483	0.0623817	0.0374142	0.100508	NPC1L1
Npc2	284.33	304.769	143.913	145.129	278.341	270.448	NPC2
Npdc1	109.927	149.785	172.222	175.76	124.271	160.453	NPDC1
Npepl1	58.0911	66.1821	102.64	100.777	56.0088	67.4965	NPEPL1
Npepps	72.6541	99.7687	63.2708	65.1308	83.4892	129.342	NPEPPS
Npff	1.99759	4.3482	2.98426	4.97809	2.30706	2.58818	NPFF
Npffr1	0	0	0	0	0	0	NPFFR1
Npffr2	0	0	0	0	0	0	NPFFR2
Nphp1	16.32368	18.70747	12.71729	12.87121	9.40356	10.5756	NPHP1
Nphp3	3.343329	3.849154	4.23235	5.053293	2.088132	3.026331	NPHP3
Nphp4	0.3248287183	0.430617	0.792546	0.597306	0.204469	0.283134	NPHP4
Nphs1	0.410512	0.539293	0.365077	0.366056	0.264955	0.356762	NPHS1
Nphs2	0	0.0737185	0.112821	0.249721	0.149474	0.160574	NPHS2
Npl	1.04214	0.965585	0.895605	0.357373	1.56149	2.06239	NPL
Nploc4	27.459694	39.4578	53.492196	55.0968	27.899	41.688109	NPLOC4
Npm1	1709.476805	1699.11316	2686.924	2793.049	2268.29693	2160.611	NPM1
Npm2	0.112322	0.1224	0.124826	0.1667	0.296187	0.215794	NPM2
Npm3	71.2632	70.923	76.8595	72.0621	93.25	81.4511	NPM3
Npnt	172.9183	251.67764	104.90956	106.67458	214.430169884	329.9479	NPNT
Nppa	0	0	0.297698	0	0.117196	0.383588	NPPA
Nppb	1.66104	0.663193	0.51046	0.452806	1.72416	0.732127	NPPB
Nppc	0.109703	0	0	0	0	0	NPPC
Npr1	0.691748	0.873644	0.278435	0.503506	0.845448	1.26872	NPR1
Npr2	11.0073	14.899	17.8688	19.9348	11.9813	16.1209	NPR2
Npr3	0.2125112	0.198201	0.955295	0.5596684	0.1943679	0.4756077	NPR3
Nprl2	28.6913	26.4082	33.6083	29.0945	31.4061	32.6098	NPRL2
Nprl3	9.840417	13.665304	19.86725	18.095266	8.005861	11.506954	NPRL3
Nps	0.141137	0	0.159886	0.420804	0	0.136034	NPS
Npsr1	0	0	0	0	0	0	NPSR1
Nptn	263.99361	278.68867	228.042255	229.6321	202.284716	235.329194	NPTN
Nptx1	23.9469	34.013	2.98931	2.94597	10.9198	16.7696	NPTX1
Nptx2	0	0	0	0	0	0	NPTX2
Nptxr	1.35945	2.99782	3.43916	1.14748	2.18376	5.08052	NPTXR
Npvf	0	0.263489	0.543831	0	0	0.234435	NPVF
Npw	1.16459	1.68699	9.03314	8.2823	4.50734	4.41177	NPW
Npy	0	0	0	0	0.413742	0	NPY
Npy1r	0.517082	0.542029	0.425893	0.425406	0.65852	0.538581	NPY1R
Npy2r	0	0	0	0	0	0	NPY2R
Npy4r	0.788707	0.98188	0.935767	0.33244	0.695229	0.53811	NPY4R
Npy5r	0	0	0	0	0	0	NPY5R
Nqo1	0.213189	0.310712	0.396149	0.209649	0.377012	0.270383	NQO1
Nqo2	26.837602	27.067036	20.3441	20.236323	32.219649	32.70292	NQO2
Nr0b1	0	0	0	0	0	0	NR0B1
Nr0b2	0	0	0	0.121022	0	0.0780709	NR0B2
Nr1d1	22.1353	34.5475	27.9817	27.6531	9.57623	15.7168	NR1D1
Nr1d2	21.7424	25.4945	40.5385	42.0789	15.1686	16.193	NR1D2
Nr1h2	56.794671	73.168147	84.9777	89.98006	53.465793	75.956627	NR1H2
Nr1h3	4.491263	4.49291	16.87254	15.44514	3.22778	3.057947	NR1H3
Nr1h4	3.401858	3.637767	1.956832	2.394673	2.453731	1.82758	NR1H4
Nr1i2	0.7993457	1.391960287291	7.44492	8.25857	1.19072	1.28047	NR1I2
Nr1i3	0.0924594	0.0892955	0	0.272512	0	0.175531	NR1I3
Nr2c1	8.2296972	10.738537	12.642552	14.187726	8.391687	11.623448	NR2C1
Nr2c2	6.981518	9.71994	22.55989	23.182892	7.345914	11.368907	NR2C2
Nr2c2ap	32.94598	30.59346	46.30365	41.12047	31.39178	25.94352	NR2C2AP
Nr2e1	0	0.0333566	0.0340323	0	0	0	NR2E1
Nr2e3	0	0	0	0	0	0	NR2E3
Nr2f1	5.17452	7.65874	2.34407	2.345843	3.9167700127675	6.12304	NR2F1
Nr2f2	6.13107	8.986783	19.632853	20.548617	4.247691	8.092551	NR2F2
Nr2f6	37.3496	52.045	82.6821	79.6011	42.1009	60.3507	NR2F6
Nr3c1	8.260006	10.448975	20.99251	21.84167	11.907317	18.53887	NR3C1
Nr3c2	2.76158	4.202746	6.15355	5.13512	2.86384	4.79821	NR3C2
Nr4a1	22.216	27.9979	38.1388	39.9291	17.5259	25.2666	NR4A1
Nr4a2	2.915448	4.23311	8.05995	7.11556	2.131409	3.470925	NR4A2
Nr4a3	0	0.084701401	0	0.156483	0	0.0366433	NR4A3
Nr5a1	0.0326699	0.106201	0	0	0	0.0307285	NR5A1
Nr5a2	0.0882289	0.128786	0	0.0435548	0	0.139794	NR5A2
Nr6a1	3.65556599	3.810821	3.735284	4.600236	3.34886558	3.87648	NR6A1
Nrap	0.017806776602436	0	0.039118775533323	0	0.04680755209331	0.050069819353154	NRAP
Nrarp	52.1293	71.5203	20.7634	19.5472	44.4171	68.8974	NRARP
Nras	48.116102	53.95269	81.273943	81.91881	81.75741	105.30488	NRAS
Nrbf2	16.4169	22.9967	27.0725	30.5339	19.4005	23.4534	NRBF2
Nrbp1	60.2147	71.72481	89.23471	87.93855	40.49818	42.68751	NRBP1
Nrbp2	9.18818	11.0873	15.3825	15.0498	6.30263	8.31058	NRBP2
Nrcam	0.116646	0.15234	0.108763	0.0823233	0.840678	1.068047	NRCAM
Nrd1	31.549959	41.6706	58.44624	59.87359	32.23264	41.865926	NRD1
Nrde2	7.48408	9.239252	8.073264	6.66494	6.12425	7.59389	NRDE2
Nrep	24.34494973	30.24116	9.321589397	9.22841455797	11.14957	14.0816806	NREP
Nrf1	16.72560152451	21.6276580296	23.2972637	23.1783612032	16.894081906542	23.277733	NRF1
Nrg1	2.655776	3.562059036	3.198665308285	2.241127663327	3.582593992	4.65121	NRG1
Nrg2	0.487109	0.542787	1.81823	2.13317	1.11031	1.69778	NRG2
Nrg3	0.078228546303	0.056327620013	0	0.038255039742	0.022920657753	0	NRG3
Nrg4	0.343275	0.309709	1.32593	0.503628	0.403037	0.216507	NRG4
Nrgn	0.0783753	0	0	0	0.0679635	0	NRGN
Nrip1	30.38447	45.73021	20.74868	21.13403	18.956017	31.96305	NRIP1
Nrip2	2.375073	3.288088	24.17493	21.99467	3.43283900078424	3.96283	NRIP2
Nrip3	0.273691	0.179888	0.276109	0.406639	0.317028	0.236192	NRIP3
Nrk	4.180655	6.022326	7.80463	8.07527	7.362148	13.57898	NRK
Nrl	0	0	0	0.0661991	0.0374598	0	NRL
Nrm	12.245	19.7682	10.7498	10.8259	19.1779	25.0601	NRM
Nrn1	568.00963	673.97356	392.39561	383.48643	615.08471	735.41444	NRN1
Nrn1l	0.818330506	0.442145771	1.34113	0.598487	0.1750493459	0.1933870213	NRN1L
Nrp1	2.25	3.37204	4.228	4.08518	1.73771	2.32026	NRP1
Nrp2	5.342482	9.37568	7.344679	7.34877321	4.240047	6.767403	NRP2
Nrros	0.439895	0.689651	0.532837	1.101658	0.290728	0.4933987	NRROS
Nrsn1	0.105141	0.518126	0.176926	0.0783777	0.37429	0.685104	NRSN1
Nrsn2	0	0	0	0	0	0	NRSN2
Nrtn	0.635376	1.54925	1.97264	1.82147	1.38601	1.72439	NRTN
Nrxn1	1.71553161196705	1.7351144773535	3.42331	3.262434	0.826442	1.308876	NRXN1
Nrxn2	0.0265051	0.0569717	0.0431908	0.0765414	0.10151708	0.081064694	NRXN2
Nsa2	167.827	166.983	215.584	214.545	189.118	175.996	NSA2
Nsd1	8.80293	12.8631	15.4842	17.0751	8.59789	13.3983	NSD1
Nsdhl	23.9005	32.4793	43.9693	46.2981	23.1606	29.2453	NSDHL
Nsf	10.943	16.7456	18.7792	20.3391	11.4445	17.1714	NSF
Nsfl1c	135.4532	159.3063	170.8736	169.493	148.1823	166.2514	NSFL1C
Nsg1	0.0979661	0	0.111537000817508	0	0.043223	0.189518	NSG1
Nsg2	0.053823	0.117248	0.120198	0	0	0	HMP19
Nsl1	4.664703	5.35775	1.22974	1.42878	6.45973	7.657481	NSL1
Nsmaf	10.1399	11.4946	18.7218	18.8215	10.1035	12.2672	NSMAF
Nsmce1	121.855	91.9175	69.3628	67.2231	149.283	122.69	NSMCE1
Nsmce2	94.34846	87.04349	73.31047	78.425464	96.147121	94.54462	NSMCE2
Nsmce4a	72.3191	67.3085	66.6622	62.5686	59.9057	58.3481	NSMCE4A
Nsmf	56.951613	72.603096	60.813325	64.916124	42.57647	57.681871	NSMF
Nsun2	58.2424	68.5039	85.7299	86.4461	64.9423	77.2988	NSUN2
Nsun3	4.66277	4.69222	9.70015	8.32785	3.62302	4.80196	NSUN3
Nsun4	4.61009	4.80748	11.9905	11.4791	3.17932	3.95563	NSUN4
Nsun5	9.30262	11.9909	15.9176	17.0935	11.1642	13.9829	NSUN5
Nsun6	6.890788	6.515739	9.301425	8.78857	6.774963	7.57278	NSUN6
Nsun7	0.2086744	0.523577	0.1525558	0.337404	0.3168173	0.3952421	NSUN7
Nt5c	141.5945	133.8302	139.1897	139.4634	157.0863	136.0512	NT5C
Nt5c1a	0	0	0	0	0	0	NT5C1A
Nt5c1b	0	0	0	0	0	0	NT5C1B
Nt5c2	28.27943	33.741615	55.900859118531	55.90117	26.772761	31.541056	NT5C2
Nt5c3	60.9574	47.0153	74.3365	77.169	70.0693	63.2132	NT5C3A
Nt5c3b	52.033837	42.85092	48.227061	45.92859	52.23718	46.40165	NT5C3B
Nt5dc1	3.7523248	5.593621	8.127141	9.21884	3.82357	4.133264	NT5DC1
Nt5dc2	55.277	69.2539	37.939	37.0272	69.5943	90.52	NT5DC2
Nt5dc3	9.4228	14.6922	17.0159	17.4744	9.61883	15.5792	NT5DC3
Nt5e	53.7704	58.9787	78.649	78.3905	28.2561	31.6713	NT5E
Nt5m	12.7424	16.5763	23.1874	21.9041	12.9454	12.3679	NT5M
Ntan1	98.22309	81.09581	50.14803	53.31658	113.18085	101.430947	NTAN1
Ntf3	0	0	0.0970471	0	0.230933	0	NTF3
Ntf5	1.51089	1.55773	2.36882	1.87394	2.4103	2.32111	NTF4
Nthl1	20.5079	27.7845	25.1017	26.8729	33.5487	32.1968	NTHL1
Ntm	0.610666	0.565335	0.741196	1.360378	1.067453	1.080583	NTM
Ntmt1	75.9853	79.8174	77.6527	69.9144	75.9032	76.27	NTMT1
Ntn1	0.19358	0.34955	0.123951	0.211619	0.324055	0.556969	NTN1
Ntn3	0.169161	0.507653	0.411776	0.574096	0.360878	0.454592	NTN3
Ntn4	2.37131	2.14877	7.09011	7.57327	4.17538	6.44567	NTN4
Ntn5	0.191664	0.232	0.203563	0	0.046507	0.11303	NTN5
Ntng1	0	0	0.0238875	0	0	0	NTNG1
Ntng2	0.446084	0.241137	0.1743866	0.585498	0	0.0519096	NTNG2
Ntpcr	25.42307	26.02523	29.77672	25.80876	23.30887	22.67376	NTPCR
Ntrk1	0.0367458	0.0398153	0.201311	0.053612	0.128236	0.137446	NTRK1
Ntrk2	0.330828112	0.175760191	0.1258668455	0.0998916	0.1486594895	0.111709572	NTRK2
Ntrk3	0.00691737	0	0.00773553	0.010235	0.00639383	0.00658589	NTRK3
Nts	0.214183	0	0	0	0	0.1033	NTS
Ntsr1	0	0	0	0	0	0.0232013	NTSR1
Ntsr2	0	0	0	0	0	0	NTSR2
Nuak1	2.10727	2.99375	3.3209	3.60686	2.04316	3.07074	NUAK1
Nuak2	3.59977	4.21896	7.06372	8.05096	5.18522	7.79537	NUAK2
Nub1	31.3717	43.5336	61.2746	63.5589	41.8532	53.6957	NUB1
Nubp1	17.1497	18.5123	20.348	16.9696	17.803	15.6126	NUBP1
Nubp2	28.8708	33.4424	40.7025	37.6888	31.8983	33.0724	NUBP2
Nubpl	7.6432	11.1725	8.44728	12.5269	10.1428	9.57251	NUBPL
Nucb1	93.7746	131.510728	153.397	156.614	88.21678	113.496	NUCB1
Nucb2	45.9261	55.356	65.4106	67.0467	50.3008	51.5858	NUCB2
Nucks1	19.64852	28.95303	16.03843	18.02251	20.3113	28.78045	NUCKS1
Nudc	122.892	171.068	190.412	191.355	165.537	192.26	NUDC
Nudcd1	21.84005	23.65988	36.7627	35.4669	22.64579	24.5138	NUDCD1
Nudcd2	89.41846	74.72025	106.52437	100.89051	81.03408	70.22276	NUDCD2
Nudcd3	22.2492	31.3953	37.832	37.8739	33.3559	42.7314	NUDCD3
Nudt1	34.22825	34.3419	39.6171	41.89736	41.45748	33.43826	NUDT1
Nudt10	1.34957	1.8457	0.170147	0	1.80051	1.46469	NUDT10
Nudt11	0.990691	1.49033	0.0707404	0.117727	0.722342	1.10432	NUDT11
Nudt12	5.70425	5.96764	9.70102	11.8935	4.71227	5.07238	NUDT12
Nudt13	5.15797	4.70356	3.61146	3.29343	6.06214	5.15347	NUDT13
Nudt14	57.89157	45.15095	39.71893	36.64725	52.40483	38.37315	NUDT14
Nudt15	0.864289	0.601065	0.43786	0.753724	0.451546	0.260941	NUDT15
Nudt16	19.8702	20.9342	15.0086	15.1725	19.3137	22.689	NUDT16
Nudt16l1	50.80365	47.74965	29.347633	28.31458	39.81134	40.51425	NUDT16L1
Nudt17	4.601157	6.869615	4.70022	3.245175	8.16394	10.59472	NUDT17
Nudt18	9.57031	12.0382	11.5503	11.6076	10.4808	12.9134	NUDT18
Nudt19	4.69752	4.52872	10.8498	10.9701	7.91479	6.90406	NUDT19
Nudt2	46.0498	39.2016	37.4374	38.613	58.5434	56.9691	NUDT2
Nudt21	169.152	189.912	157.026	146.688	188.263	185.413	NUDT21
Nudt22	21.5598	19.168	14.6807	12.6464	19.7262	19.7905	NUDT22
Nudt3	53.6469	67.22027	56.26601	54.63556	49.27717	61.89995	NUDT3
Nudt4	40.2817	48.1718	86.5336	91.9927	47.8605	59.8066	NUDT4
Nudt5	74.5693	66.7581	67.9023	62.7082	80.1883	71.1657	NUDT5
Nudt6	15.49829	15.982709	9.947682	11.262415	14.431842	15.481065	NUDT6
Nudt7	22.70175	14.784498	22.29918	21.199093	19.839306	17.019125	NUDT7
Nudt8	59.3448	55.8089	91.1699	77.859	66.2106	66.222	NUDT8
Nudt9	37.0866	51.2986	52.1727	52.6812	41.8083	48.1501	NUDT9
Nuf2	21.90277	23.79918	2.929447	3.546734	27.31467	29.91798	NUF2
Nufip1	14.0077	13.054	15.5963	15.5713	14.3144	14.2084	NUFIP1
Nufip2	16.4223	17.8025	19.9339	21.5188	14.6401	19.4958	NUFIP2
Nuggc	0.0778697	0.12063	0.24535	0.0572948	0.0343586	0	NUGGC
Numa1	28.5086	45.2148	70.3744	73.4895	35.5811	57.9306	NUMA1
Numb	17.4431353409	22.5865200621843	18.367745	17.47595	15.1137026406795	22.5689642	NUMB
Numbl	17.1629	24.8214	27.3315	27.4718	23.051	31.7674	NUMBL
