Mus	Homo
Lrrc58	LRRC58
Lrrc59	LRRC59
Lrrc6	LRRC6
Lrrc61	LRRC61
Lrrc63	LRRC63
Lrrc66	LRRC66
Lrrc69	LRRC69
Lrrc7	LRRC7
Lrrc71	LRRC71
Lrrc72	LRRC72
Lrrc73	LRRC73
Lrrc74a	LRRC74A
Lrrc74b	LRRC74B
Lrrc75a	LRRC75A
Lrrc75b	LRRC75B
Lrrc8a	LRRC8A
Lrrc8b	LRRC8B
Lrrc8c	LRRC8C
Lrrc8d	LRRC8D
Lrrc8e	LRRC8E
Lrrc9	LRRC9
Lrrcc1	LRRCC1
Lrrd1	LRRD1
Lrrfip1	LRRFIP1
Lrrfip2	LRRFIP2
Lrriq1	LRRIQ1
Lrriq3	LRRIQ3
Lrriq4	LRRIQ4
Lrrk1	LRRK1
Lrrk2	LRRK2
Lrrn1	LRRN1
Lrrn2	LRRN2
Lrrn3	LRRN3
Lrrn4	LRRN4
Lrrn4cl	LRRN4CL
Lrrtm1	LRRTM1
Lrrtm2	LRRTM2
Lrrtm3	LRRTM3
Lrrtm4	LRRTM4
Lrsam1	LRSAM1
Lrtm1	LRTM1
Lrtm2	LRTM2
Lrwd1	LRWD1
Lsamp	LSAMP
Lsg1	LSG1
Lsm1	LSM1
Lsm10	LSM10
Lsm11	LSM11
Lsm12	LSM12
Lsm14a	LSM14A
Lsm14b	LSM14B
Lsm2	LSM2
Lsm3	LSM3
Lsm4	LSM4
Lsm5	LSM5
Lsm6	LSM6
Lsm7	LSM7
Lsm8	LSM8
Lsmem1	LSMEM1
Lsmem2	LSMEM2
Lsp1	LSP1
Lsr	LSR
Lss	LSS
Lst1	LST1
Lta	LTA
Lta4h	LTA4H
Ltb	LTB
Ltb4r1	LTB4R
Ltb4r2	LTB4R2
Ltbp1	LTBP1
Ltbp2	LTBP2
Ltbp3	LTBP3
Ltbp4	LTBP4
Ltbr	LTBR
Ltc4s	LTC4S
Ltf	LTF
Ltk	LTK
Ltn1	LTN1
Ltv1	LTV1
Luc7l	LUC7L
Luc7l2	LUC7L2
Luc7l3	LUC7L3
Lum	LUM
Lurap1	LURAP1
Lurap1l	LURAP1L
Luzp1	LUZP1
Luzp2	LUZP2
Lvrn	LVRN
Lxn	LXN
Ly6d	LY6D
Ly6e	LY6E
Ly6g5b	LY6G5B
Ly6g5c	LY6G5C
Ly6g6c	LY6G6C
Ly6g6d	LY6G6D
Ly6g6e	LY6G6E
Ly6g6f	LY6G6F
Ly6h	LY6H
Ly6k	LY6K
Ly6l	LY6L
Ly75	LY75
Ly86	LY86
Ly9	LY9
Ly96	LY96
Lyar	LYAR
Lyg1	LYG1
Lyg2	LYG2
Lyl1	LYL1
Lyn	LYN
Lynx1	LYNX1
Lypd1	LYPD1
Lypd2	LYPD2
Lypd3	LYPD3
Lypd4	LYPD4
Lypd5	LYPD5
Lypd6	LYPD6
Lypd6b	LYPD6B
Lypd8	LYPD8
Lypla1	LYPLA1
Lypla2	LYPLA2
Lyplal1	LYPLAL1
Lyrm1	LYRM1
Lyrm2	LYRM2
Lyrm4	LYRM4
Lyrm7	LYRM7
Lyrm9	LYRM9
Lysmd1	LYSMD1
Lysmd2	LYSMD2
Lysmd3	LYSMD3
Lysmd4	LYSMD4
Lyst	LYST
Lyve1	LYVE1
Lyz1	LYZ
Lyz2	LYZ
Lyzl1	LYZL1
Lyzl4	LYZL4
Lyzl6	LYZL6
Lzic	LZIC
Lztfl1	LZTFL1
Lztr1	LZTR1
Lzts1	LZTS1
Lzts2	LZTS2
Lzts3	LZTS3
M1ap	M1AP
M6pr	M6PR
Maats1	MAATS1
Mab21l1	MAB21L1
Mab21l2	MAB21L2
Mab21l3	MAB21L3
Macc1	MACC1
Macf1	MACF1
Macrod1	MACROD1
Macrod2	MACROD2
Mad1l1	MAD1L1
Mad2l1	MAD2L1
Mad2l1bp	MAD2L1BP
Mad2l2	MAD2L2
Madcam1	MADCAM1
Madd	MADD
Maea	MAEA
Mael	MAEL
Maf	MAF
Maf1	MAF1
Mafa	MAFA
Mafb	MAFB
Maff	MAFF
Mafg	MAFG
Mafk	MAFK
Mag	MAG
Magea10	MAGEA10
Magea4	MAGEA11
Mageb1	MAGEB1
Mageb16	MAGEB16
Mageb17-ps	MAGEB6
Mageb18	MAGEB18
Mageb2	MAGEB1
Mageb3	MAGEB1
Mageb4	MAGEB2
Mageb5	MAGEB5
Maged1	MAGED1
Maged2	MAGED2
Magee1	MAGEE1
Magee2	MAGEE2
Mageh1	MAGEH1
Magel2	MAGEL2
Magi1	MAGI1
Magi2	MAGI2
Magi3	MAGI3
Magix	MAGIX
Magoh	MAGOH
Magohb	MAGOHB
Magt1	MAGT1
Maip1	MAIP1
Majin	MAJIN
Mak	MAK
Mak16	MAK16
Mal	MAL
Mal2	MAL2
Malat1	MALAT1
Mall	MALL
Malrd1	MALRD1
Malsu1	MALSU1
Malt1	MALT1
Mamdc2	MAMDC2
Mamdc4	MAMDC4
Maml1	MAML1
Maml2	MAML2
Maml3	MAML3
Mamld1	MAMLD1
Mamstr	MAMSTR
Man1a	MAN1A1
Man1a2	MAN1A2
Man1b1	MAN1B1
Man1c1	MAN1C1
Man2a1	MAN2A1
Man2a2	MAN2A2
Man2b1	MAN2B1
Man2b2	MAN2B2
Man2c1	MAN2C1
Manba	MANBA
Manbal	MANBAL
Manea	MANEA
Maneal	MANEAL
Manf	MANF
Mansc1	MANSC1
Mansc4	MANSC4
Maoa	MAOA
Maob	MAOB
Map10	MAP10
Map1a	MAP1A
Map1b	MAP1B
Map1lc3a	MAP1LC3A
Map1lc3b	MAP1LC3B
Map1s	MAP1S
Map2	MAP2
Map2k1	MAP2K1
Map2k2	MAP2K2
Map2k3	MAP2K3
Map2k4	MAP2K4
Map2k5	MAP2K5
Map2k6	MAP2K6
Map2k7	MAP2K7
Map3k1	MAP3K1
Map3k10	MAP3K10
Map3k11	MAP3K11
Map3k12	MAP3K12
Map3k13	MAP3K13
Map3k14	MAP3K14
Map3k15	MAP3K15
Map3k19	MAP3K19
Map3k2	MAP3K2
Map3k20	MAP3K20
Map3k21	MAP3K21
Map3k3	MAP3K3
Map3k4	MAP3K4
Map3k5	MAP3K5
Map3k6	MAP3K6
Map3k7	MAP3K7
Map3k7cl	MAP3K7CL
Map3k8	MAP3K8
Map3k9	MAP3K9
Map4	MAP4
Map4k1	MAP4K1
Map4k2	MAP4K2
Map4k3	MAP4K3
Map4k4	MAP4K4
Map4k5	MAP4K5
Map6	MAP6
Map6d1	MAP6D1
Map7	MAP7
Map7d1	MAP7D1
Map7d2	MAP7D2
Map7d3	MAP7D3
Map9	MAP9
Mapk1	MAPK1
Mapk10	MAPK10
Mapk11	MAPK11
Mapk12	MAPK12
Mapk13	MAPK13
Mapk14	MAPK14
Mapk15	MAPK15
Mapk1ip1l	MAPK1IP1L
Mapk3	MAPK3
Mapk4	MAPK4
Mapk6	MAPK6
Mapk7	MAPK7
Mapk8	MAPK8
Mapk8ip1	MAPK8IP1
Mapk8ip2	MAPK8IP2
Mapk8ip3	MAPK8IP3
Mapk9	MAPK9
Mapkap1	MAPKAP1
Mapkapk2	MAPKAPK2
Mapkapk3	MAPKAPK3
Mapkapk5	MAPKAPK5
Mapkbp1	MAPKBP1
Mapre1	MAPRE1
Mapre2	MAPRE2
Mapre3	MAPRE3
Mapt	MAPT
Marc1	MARC1
Marc2	MARC2
March1	MARCH1
March10	MARCH10
March11	MARCH11
March2	MARCH2
March3	MARCH3
March4	MARCH4
March5	MARCH5
March6	MARCH6
March7	MARCH7
March8	MARCH8
March9	MARCH9
Marcks	MARCKS
Marcksl1	MARCKSL1
Marco	MARCO
Marf1	MARF1
Mark1	MARK1
Mark2	MARK2
Mark3	MARK3
Mark4	MARK4
Mars	MARS
Mars2	MARS2
Marveld1	MARVELD1
Marveld2	MARVELD2
Marveld3	MARVELD3
Mas1	MAS1
Masp1	MASP1
Masp2	MASP2
Mast1	MAST1
Mast2	MAST2
Mast3	MAST3
Mast4	MAST4
Mastl	MASTL
Mat1a	MAT1A
Mat2a	MAT2A
Mat2b	MAT2B
Matk	MATK
Matn1	MATN1
Matn2	MATN2
Matn3	MATN3
Matn4	MATN4
Matr3	MATR3
Mau2	MAU2
Mavs	MAVS
Max	MAX
Maz	MAZ
Mb	MB
Mb21d1	MB21D1
Mb21d2	MB21D2
Mbd1	MBD1
Mbd2	MBD2
Mbd3	MBD3
Mbd3l1	MBD3L1
Mbd3l2	MBD3L2
Mbd4	MBD4
Mbd5	MBD5
Mbd6	MBD6
Mbip	MBIP
Mbl1	MBL1P
Mbl2	MBL2
Mblac1	MBLAC1
Mblac2	MBLAC2
Mbnl1	MBNL1
Mbnl2	MBNL2
Mbnl3	MBNL3
Mboat1	MBOAT1
Mboat2	MBOAT2
Mboat4	MBOAT4
Mboat7	MBOAT7
Mbp	MBP
Mbtd1	MBTD1
Mbtps1	MBTPS1
Mbtps2	MBTPS2
Mc1r	MC1R
Mc2r	MC2R
Mc3r	MC3R
Mc4r	MC4R
Mc5r	MC5R
Mcam	MCAM
Mcat	MCAT
Mcc	MCC
Mccc1	MCCC1
Mccc2	MCCC2
Mcee	MCEE
Mcemp1	MCEMP1
Mcf2	MCF2
Mcf2l	MCF2L
Mcfd2	MCFD2
Mchr1	MCHR1
Mcidas	MCIDAS
Mcl1	MCL1
Mcm10	MCM10
Mcm2	MCM2
Mcm3	MCM3
Mcm3ap	MCM3AP
Mcm4	MCM4
Mcm5	MCM5
Mcm6	MCM6
Mcm7	MCM7
Mcm8	MCM8
Mcm9	MCM9
Mcmbp	MCMBP
Mcmdc2	MCMDC2
Mcoln1	MCOLN1
Mcoln2	MCOLN2
Mcoln3	MCOLN3
Mcph1	MCPH1
Mcrip1	MCRIP1
Mcrip2	MCRIP2
Mcrs1	MCRS1
Mctp1	MCTP1
Mctp2	MCTP2
Mcts1	MCTS1
Mcts2	MCTS2P
Mcu	MCU
Mcub	MCUB
Mcur1	MCUR1
Mdc1	MDC1
Mdfi	MDFI
Mdfic	MDFIC
Mdga1	MDGA1
Mdga2	MDGA2
Mdh1	MDH1
Mdh1b	MDH1B
Mdh2	MDH2
Mdk	MDK
Mdm1	MDM1
Mdm2	MDM2
Mdm4	MDM4
Mdn1	MDN1
Mdp1	MDP1
Me1	ME1
Me2	ME2
Me3	ME3
Mea1	MEA1
Meaf6	MEAF6
Mecom	MECOM
Mecp2	MECP2
Mecr	MECR
Med1	MED1
Med10	MED10
Med11	MED11
Med12	MED12
Med12l	MED12L
Med13	MED13
Med13l	MED13L
Med14	MED14
Med15	MED15
Med16	MED16
Med17	MED17
Med18	MED18
Med19	MED19
Med20	MED20
Med21	MED21
Med22	MED22
Med23	MED23
Med24	MED24
Med25	MED25
Med26	MED26
Med27	MED27
Med28	MED28
Med29	MED29
Med30	MED30
Med31	MED31
Med4	MED4
Med6	MED6
Med7	MED7
Med8	MED8
Med9	MED9
Medag	MEDAG
Mef2a	MEF2A
Mef2b	MEF2B
Mef2c	MEF2C
Mef2d	MEF2D
Mefv	MEFV
Meg3	MEG3
Megf10	MEGF10
Megf11	MEGF11
Megf6	MEGF6
Megf8	MEGF8
Megf9	MEGF9
Mei1	MEI1
Mei4	MEI4
Meig1	MEIG1
Meikin	MEIKIN
Meiob	MEIOB
Meioc	MEIOC
Meis1	MEIS1
Meis2	MEIS2
Meis3	MEIS3
Melk	MELK
Meltf	MELTF
Memo1	MEMO1
Men1	MEN1
Meox1	MEOX1
Meox2	MEOX2
Mep1a	MEP1A
Mep1b	MEP1B
Mepce	MEPCE
Mepe	MEPE
Mertk	MERTK
Mesd	MESD
Mesp1	MESP1
Mesp2	MESP2
Mest	MEST
Met	MET
Metap1	METAP1
Metap1d	METAP1D
Metap2	METAP2
Metrn	METRN
Metrnl	METRNL
Mettl1	METTL1
Mettl11b	METTL11B
Mettl13	METTL13
Mettl14	METTL14
Mettl15	METTL15
Mettl16	METTL16
Mettl17	METTL17
Mettl18	METTL18
Mettl2	METTL2A
Mettl21a	METTL21A
Mettl21c	METTL21C
Mettl21e	METTL21EP
Mettl22	METTL22
Mettl23	METTL23
Mettl24	METTL24
Mettl25	METTL25
Mettl26	METTL26
Mettl27	METTL27
Mettl3	METTL3
Mettl4	METTL4
Mettl5	METTL5
Mettl6	METTL6
Mettl7a1	METTL7A
Mettl7a2	METTL7A
Mettl7a3	METTL7A
Mettl7b	METTL7B
Mettl8	METTL8
Mettl9	METTL9
Mex3a	MEX3A
Mex3b	MEX3B
Mex3c	MEX3C
Mex3d	MEX3D
Mfap1a	MFAP1
Mfap1b	MFAP1
Mfap2	MFAP2
Mfap3	MFAP3
Mfap3l	MFAP3L
Mfap4	MFAP4
Mfap5	MFAP5
Mff	MFF
Mfge8	MFGE8
Mfhas1	MFHAS1
Mfn1	MFN1
Mfn2	MFN2
Mfng	MFNG
Mfrp	MFRP
Mfsd1	MFSD1
Mfsd10	MFSD10
Mfsd11	MFSD11
Mfsd12	MFSD12
Mfsd13a	MFSD13A
Mfsd13b	MFSD13B
Mfsd14a	MFSD14A
Mfsd14b	MFSD14B
Mfsd2a	MFSD2A
Mfsd2b	MFSD2B
Mfsd3	MFSD3
Mfsd4a	MFSD4A
Mfsd4b1	MFSD4B
Mfsd4b2	MFSD4B
Mfsd4b3	MFSD4B
Mfsd4b4	MFSD4B
Mfsd4b5	MFSD4B
Mfsd5	MFSD5
Mfsd6	MFSD6
Mfsd6l	MFSD6L
Mfsd7a	MFSD7
Mfsd7b	FLVCR1
Mfsd7c	FLVCR2
Mfsd8	MFSD8
Mfsd9	MFSD9
Mga	MGA
Mgam	MGAM
Mgarp	MGARP
Mgat1	MGAT1
Mgat2	MGAT2
Mgat3	MGAT3
Mgat4a	MGAT4A
Mgat4b	MGAT4B
Mgat4c	MGAT4C
Mgat4d	MGAT4D
Mgat4e	MGAT4EP
Mgat5	MGAT5
Mgat5b	MGAT5B
Mgea5	MGEA5
Mgl2	CLEC10A
Mgll	MGLL
Mgme1	MGME1
Mgmt	MGMT
Mgp	MGP
Mgrn1	MGRN1
Mgst1	MGST1
Mgst2	MGST2
Mgst3	MGST3
Mhrt	MHRT
Mia	MIA
Mia2	MIA2
Mia3	MIA3
Miat	MIAT
Mib1	MIB1
Mib2	MIB2
Mical1	MICAL1
Mical2	MICAL2
Mical3	MICAL3
Micalcl	MICALCL
Micall1	MICALL1
Micall2	MICALL2
Micu1	MICU1
Micu2	MICU2
Micu3	MICU3
Mid1	MID1
Mid1ip1	MID1IP1
Mid2	MID2
Midn	MIDN
Mief1	MIEF1
Mief2	MIEF2
Mien1	MIEN1
Mier1	MIER1
Mier2	MIER2
Mier3	MIER3
Mif	MIF
Mif4gd	MIF4GD
Miga1	MIGA1
Miga2	MIGA2
Miip	MIIP
Mill2	MICB
Milr1	MILR1
Mindy1	MINDY1
Mindy2	MINDY2
Mindy3	MINDY3
Mindy4	MINDY4
Mink1	MINK1
Minos1	MINOS1
Minpp1	MINPP1
Mios	MIOS
Miox	MIOX
Mip	MIP
Mipep	MIPEP
Mipol1	MIPOL1
Mir670hg	MIR670HG
Mir96	MIR96
Mis12	MIS12
Mis18a	MIS18A
Mis18bp1	MIS18BP1
Misp	MISP
Mitd1	MITD1
Mitf	MITF
Mixl1	MIXL1
Mki67	MKI67
Mkks	MKKS
Mkl1	MKL1
Mkl2	MKL2
Mkln1	MKLN1
Mknk1	MKNK1
Mknk2	MKNK2
Mkrn1	MKRN1
Mkrn2	MKRN2
Mkrn2os	MKRN2OS
Mkrn3	MKRN3
Mks1	MKS1
Mkx	MKX
Mlana	MLANA
Mlc1	MLC1
Mlec	MLEC
Mlf1	MLF1
Mlf2	MLF2
Mlh1	MLH1
Mlh3	MLH3
Mlip	MLIP
Mlkl	MLKL
Mllt1	MLLT1
Mllt10	MLLT10
Mllt11	MLLT11
Mllt3	MLLT3
Mllt6	MLLT6
Mlph	MLPH
Mlst8	MLST8
Mlx	MLX
Mlxip	MLXIP
Mlxipl	MLXIPL
Mlycd	MLYCD
Mmaa	MMAA
Mmab	MMAB
Mmachc	MMACHC
Mmadhc	MMADHC
Mmd	MMD
Mmd2	MMD2
Mme	MME
Mmel1	MMEL1
Mmgt1	MMGT1
Mmp10	MMP10
Mmp11	MMP11
Mmp12	MMP12
Mmp13	MMP13
Mmp14	MMP14
Mmp15	MMP15
Mmp16	MMP16
Mmp17	MMP17
Mmp19	MMP19
Mmp1a	MMP1
Mmp1b	MMP1
Mmp2	MMP2
Mmp20	MMP20
Mmp21	MMP21
Mmp23	MMP23B
Mmp24	MMP24
Mmp25	MMP25
Mmp27	MMP27
Mmp28	MMP28
Mmp3	MMP3
Mmp7	MMP7
Mmp8	MMP8
Mmp9	MMP9
Mmrn1	MMRN1
Mmrn2	MMRN2
Mms19	MMS19
Mms22l	MMS22L
Mn1	MN1
Mnat1	MNAT1
Mnd1	MND1
Mndal	IFI16
Mns1	MNS1
Mnt	MNT
Mnx1	MNX1
Moap1	MOAP1
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mob4	MOB4
Mobp	MOBP
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs3	MOCS3
Mog	MOG
Mogat1	MOGAT1
Mogat2	MOGAT2
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon1b	MON1B
Mon2	MON2
Morc1	MORC1
Morc2a	MORC2
Morc3	MORC3
Morc4	MORC4
Morf4l1	MORF4L1
Morf4l2	MORF4L2
Morn1	MORN1
Morn2	MORN2
Morn3	MORN3
Morn4	MORN4
Morn5	MORN5
Mos	MOS
Mospd1	MOSPD1
Mospd2	MOSPD2
Mospd3	MOSPD3
Mov10	MOV10
Mov10l1	MOV10L1
Moxd1	MOXD1
Moxd2	MOXD2P
Mpc1	MPC1
Mpc2	MPC2
Mpdu1	MPDU1
Mpdz	MPDZ
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph8	MPHOSPH8
Mphosph9	MPHOSPH9
Mpi	MPI
Mpl	MPL
Mplkip	MPLKIP
Mpnd	MPND
Mpo	MPO
Mpp1	MPP1
Mpp2	MPP2
Mpp3	MPP3
Mpp4	MPP4
Mpp5	MPP5
Mpp6	MPP6
Mpp7	MPP7
Mppe1	MPPE1
Mpped1	MPPED1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mptx1	MPTX1
Mpv17	MPV17
Mpv17l	MPV17L
Mpv17l2	MPV17L2
Mpz	MPZ
Mpzl1	MPZL1
Mpzl2	MPZL2
Mpzl3	MPZL3
Mr1	MR1
Mrap	MRAP
Mrap2	MRAP2
Mras	MRAS
Mrc1	MRC1
Mrc2	MRC2
Mre11a	MRE11
Mreg	MREG
Mrfap1	MRFAP1
Mrgbp	MRGBP
Mrgpra1	MRGPRX3
Mrgpra2a	MRGPRX3
Mrgpra2b	MRGPRX3
Mrgpra9	MRGPRX3
Mrgprb1	MRGPRX2
Mrgprb2	MRGPRX1
Mrgprd	MRGPRD
Mrgpre	MRGPRE
Mrgprf	MRGPRF
Mrgprg	MRGPRG
Mrgprx1	MRGPRX4
Mrgprx2	MRGPRX2
Mri1	MRI1
Mrln	MRLN
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrnip	MRNIP
Mro	MRO
Mroh1	MROH1
Mroh2a	MROH2A
Mroh2b	MROH2B
Mroh3	MROH3P
Mroh4	MROH4P
Mroh5	MROH5
Mroh6	MROH6
Mroh7	MROH7
Mroh8	MROH8
Mroh9	MROH9
Mrpl1	MRPL1
Mrpl10	MRPL10
Mrpl11	MRPL11
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl19	MRPL19
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl23	MRPL23
Mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl30	MRPL30
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl36	MRPL36
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl4	MRPL4
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl43	MRPL43
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl49	MRPL49
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl52	MRPL52
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl55	MRPL55
Mrpl57	MRPL57
Mrpl58	MRPL58
Mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps16	MRPS16
Mrps17	MRPS17
Mrps18a	MRPS18A
Mrps18b	MRPS18B
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps24	MRPS24
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps28	MRPS28
Mrps30	MRPS30
Mrps31	MRPS31
Mrps33	MRPS33
Mrps34	MRPS34
Mrps35	MRPS35
Mrps36	MRPS36
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrto4	MRTO4
Mrvi1	MRVI1
Ms4a1	MS4A1
Ms4a10	MS4A10
Ms4a12	MS4A12
Ms4a13	MS4A13
Ms4a14	MS4A14
Ms4a15	MS4A15
Ms4a18	MS4A18
Ms4a2	MS4A2
Ms4a3	MS4A3
Ms4a4a	MS4A4A
Ms4a5	MS4A5
Ms4a6b	MS4A6A
Ms4a6c	MS4A6A
Ms4a6d	MS4A6A
Ms4a7	MS4A7
Ms4a8a	MS4A8
Msantd1	MSANTD1
Msantd2	MSANTD2
Msantd3	MSANTD3
Msantd4	MSANTD4
Msc	MSC
Msgn1	MSGN1
Msh2	MSH2
Msh3	MSH3
Msh4	MSH4
Msh5	MSH5
Msh6	MSH6
Msi1	MSI1
Msi2	MSI2
Msl1	MSL1
Msl2	MSL2
Msl3	MSL3
Msln	MSLN
Msmb	MSMB
Msmo1	MSMO1
Msmp	MSMP
Msn	MSN
Msr1	MSR1
Msra	MSRA
Msrb1	MSRB1
Msrb2	MSRB2
Msrb3	MSRB3
Mss51	MSS51
Mst1	MST1
Mst1r	MST1R
Mstn	MSTN
Msto1	MSTO1
Msx1	MSX1
Msx2	MSX2
Mt1	MT1A
Mt2	MT2A
Mt3	MT3
Mt4	MT4
Mta1	MTA1
Mta2	MTA2
Mta3	MTA3
Mtap	MTAP
Mtbp	MTBP
Mtch1	MTCH1
Mtch2	MTCH2
Mtcl1	MTCL1
Mtcp1	MTCP1
Mtdh	MTDH
Mterf2	MTERF2
Mterf3	MTERF3
Mterf4	MTERF4
Mtf1	MTF1
Mtf2	MTF2
Mtfmt	MTFMT
Mtfp1	MTFP1
Mtfr1	MTFR1
Mtfr1l	MTFR1L
Mtfr2	MTFR2
Mtg1	MTG1
Mtg2	MTG2
Mthfd1	MTHFD1
Mthfd1l	MTHFD1L
Mthfd2	MTHFD2
Mthfd2l	MTHFD2L
Mthfr	MTHFR
Mthfs	MTERF1
Mthfsd	MTHFSD
Mtif2	MTIF2
Mtif3	MTIF3
Mtm1	MTM1
Mtmr1	MTMR1
Mtmr10	MTMR10
Mtmr11	MTMR11
Mtmr12	MTMR12
Mtmr14	MTMR14
Mtmr2	MTMR2
Mtmr3	MTMR3
Mtmr4	MTMR4
Mtmr6	MTMR6
Mtmr7	MTMR7
Mtmr9	MTMR9
Mtnr1a	MTNR1A
Mtnr1b	MTNR1B
Mto1	MTO1
Mtor	MTOR
Mtpap	MTPAP
Mtpn	MTPN
Mtr	MTR
Mtrf1	MTRF1
Mtrf1l	MTRF1L
Mtrr	MTRR
Mtss1	MTSS1
Mtss1l	MTSS1L
Mttp	MTTP
Mturn	MTURN
Mtus1	MTUS1
Mtus2	MTUS2
Mtx1	MTX1
Mtx2	MTX2
Mtx3	MTX3
Muc1	MUC1
Muc13	MUC13
Muc15	MUC15
Muc16	MUC16
Muc19	MUC19
Muc2	MUC2
Muc20	MUC20
Muc3	MUC17
Muc3a	MUC3A
Muc4	MUC4
Muc5ac	MUC5AC
Muc5b	MUC5B
Muc6	MUC6
Mul1	MUL1
Mum1	MUM1
Mum1l1	MUM1L1
Mus81	MUS81
Musk	MUSK
Mustn1	MUSTN1
Mut	MUT
Mutyh	MUTYH
Mvb12a	MVB12A
Mvb12b	MVB12B
Mvd	MVD
Mvk	MVK
Mvp	MVP
Mx1	MX1
Mx2	MX1
Mxd1	MXD1
Mxd3	MXD3
Mxd4	MXD4
Mxi1	MXI1
Mxra7	MXRA7
Mxra8	MXRA8
Myadm	MYADM
Myadml2	MYADML2
Myb	MYB
Mybbp1a	MYBBP1A
Mybl1	MYBL1
Mybl2	MYBL2
Mybpc1	MYBPC1
Mybpc2	MYBPC2
Mybpc3	MYBPC3
Mybph	MYBPH
Mybphl	MYBPHL
Myc	MYC
Mycbp	MYCBP
Mycbp2	MYCBP2
Mycbpap	MYCBPAP
Mycl	MYCL
Mycn	MYCN
Myct1	MYCT1
Myd88	MYD88
Mydgf	MYDGF
Myef2	MYEF2
Myf5	MYF5
Myf6	MYF6
Myg1	C12orf10
Myh1	MYH1
Myh10	MYH10
Myh11	MYH11
Myh13	MYH13
Myh14	MYH14
Myh15	MYH15
Myh2	MYH2
Myh3	MYH3
Myh4	MYH4
Myh6	MYH6
Myh7	MYH7
Myh7b	MYH7B
Myh8	MYH8
Myh9	MYH9
Myl1	MYL1
Myl10	MYL10
Myl12a	MYL12A
Myl12b	MYL12B
Myl2	MYL2
Myl3	MYL3
Myl4	MYL4
Myl6	MYL6
Myl6b	MYL6B
Myl7	MYL7
Myl9	MYL9
Mylip	MYLIP
Mylk	MYLK
Mylk2	MYLK2
Mylk3	MYLK3
Mylk4	MYLK4
Mylpf	MYLPF
Mymk	MYMK
Mynn	MYNN
Myo10	MYO10
Myo15	MYO15A
Myo15b	MYO15B
Myo16	MYO16
Myo18a	MYO18A
Myo18b	MYO18B
Myo19	MYO19
Myo1a	MYO1A
Myo1b	MYO1B
Myo1c	MYO1C
Myo1d	MYO1D
Myo1e	MYO1E
Myo1f	MYO1F
Myo1g	MYO1G
Myo1h	MYO1H
Myo3a	MYO3A
Myo3b	MYO3B
Myo5a	MYO5A
Myo5b	MYO5B
Myo5c	MYO5C
Myo6	MYO6
Myo7a	MYO7A
Myo7b	MYO7B
Myo9a	MYO9A
Myo9b	MYO9B
Myoc	MYOC
Myocd	MYOCD
Myod1	MYOD1
Myof	MYOF
Myog	MYOG
Myom1	MYOM1
Myom2	MYOM2
Myom3	MYOM3
Myot	MYOT
Myoz1	MYOZ1
Myoz2	MYOZ2
Myoz3	MYOZ3
Mypn	MYPN
Mypop	MYPOP
Myrf	MYRF
Myrfl	MYRFL
Myrip	MYRIP
Mysm1	MYSM1
Myt1	MYT1
Myt1l	MYT1L
Myzap	MYZAP
Mzb1	MZB1
Mzf1	MZF1
Mzt1	MZT1
Mzt2	MZT2A
N4bp1	N4BP1
N4bp2	N4BP2
N4bp2l1	N4BP2L1
N4bp2l2	N4BP2L2
N4bp3	N4BP3
N6amt1	N6AMT1
Naa10	NAA10
Naa11	NAA11
Naa15	NAA15
Naa16	NAA16
Naa20	NAA20
Naa25	NAA25
