Type	Subtype	Species	Study Title	PI	ImmPort Study ID	PubMed	Experiment ID	Cohort	BioSample.ID	Repository Accession	Biosample Name	Biosample Description	Strain	Evading_growth_suppressors	Evading_immune_destruction	Genome_instability	Replicative_immortality	Reprogramming_energy_metabolism	Resisting_cell_death	Sustained_angiogenesis	Sustaining_proliferative_signaling	Tissue_invasion_and_metastasis	Tumor_promoting_inflammation
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162453	GSM2060371	Cell52-G1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	637	574	287	426	960	691	737	592	734	829
Brain	HSPC-like-2 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162454	GSM2060372	Cell53-H1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	724	617	55	422	812	767	746	612	789	781
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162455	GSM2060373	Cell54-A2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	754	589	310	461	959	726	670	598	758	827
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162456	GSM2060374	Cell55-D2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	793	611	484	567	784	727	694	681	780	792
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162457	GSM2060375	Cell56-E2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	636	920	65	332	954	632	725	525	743	809
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162458	GSM2060376	Cell57-H2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	684	660	123	408	535	662	573	524	739	812
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162459	GSM2060377	Cell58-D3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	709	607	469	594	961	688	611	711	737	757
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162460	GSM2060378	Cell59-E3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	713	692	76	336	699	697	605	553	755	813
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162461	GSM2060379	Cell60-G3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	640	809	177	340	956	644	648	544	751	840
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162462	GSM2060380	Cell61-H3 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	704	836	17	334	756	721	604	568	769	829
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162463	GSM2060381	Cell62-A4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	611	823	173	359	576	672	657	535	750	705
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162464	GSM2060382	Cell63-D4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	752	638	152	421	802	710	678	604	759	819
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162465	GSM2060383	Cell64-E4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	733	590	102	404	709	710	760	597	759	778
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162466	GSM2060384	Cell65-F4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	683	816	205	381	536	662	577	542	744	727
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162467	GSM2060385	Cell66-A5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	602	687	246	365	668	705	651	576	752	785
Brain	HSPC-like-2 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162468	GSM2060386	Cell67-B5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	685	706	568	623	799	738	711	701	789	885
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162469	GSM2060387	Cell68-C5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	675	641	266	338	663	655	620	466	736	789
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162470	GSM2060388	Cell69-D5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	743	591	115	408	971	713	866	642	780	888
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162471	GSM2060389	Cell70-E5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	654	706	47	276	549	663	521	488	744	792
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162472	GSM2060390	Cell71-E6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	666	801	44	321	707	689	689	537	751	796
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162473	GSM2060391	Cell72-G6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	630	465	277	484	944	513	462	592	651	542
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162474	GSM2060392	Cell73-B7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	684	667	121	393	455	536	590	411	652	722
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162475	GSM2060393	Cell74-D7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	663	797	63	378	564	627	560	552	748	771
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162476	GSM2060394	Cell75-E7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	692	720	108	441	750	754	722	633	781	850
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162477	GSM2060395	Cell76-F7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	632	640	173	418	582	655	602	549	746	810
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162478	GSM2060396	Cell77-G7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	679	690	170	321	535	688	680	536	758	840
Brain	HSPC-like-2 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162479	GSM2060397	Cell78-H7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	773	714	110	440	775	728	692	592	783	780
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162480	GSM2060398	Cell79-B8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	681	558	224	395	966	604	501	560	719	711
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162481	GSM2060399	Cell80-C8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	693	730	129	325	713	635	632	517	743	769
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162482	GSM2060400	Cell81-E8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	593	712	60	334	473	641	650	510	740	725
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162483	GSM2060401	Cell82-F8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	769	556	119	457	797	702	682	599	764	869
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162484	GSM2060402	Cell83-B9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	768	589	236	492	793	722	687	596	785	829
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162485	GSM2060403	Cell84-F9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	555	761	-58	283	740	411	428	329	548	517
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162486	GSM2060404	Cell85-G9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	682	702	240	401	967	722	732	600	784	917
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162487	GSM2060405	Cell86-H9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	657	649	77	480	795	662	576	577	750	810
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162488	GSM2060406	Cell87-A10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	738	718	141	424	958	707	725	630	808	895
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162489	GSM2060407	Cell88-B10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	739	567	116	472	955	670	634	603	748	872
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162490	GSM2060408	Cell89-C10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	731	584	325	454	957	711	641	576	746	843
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162491	GSM2060409	Cell90-D10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	682	650	42	389	777	525	521	481	656	648
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162492	GSM2060410	Cell91-E10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	697	690	203	385	621	681	667	521	784	847
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162493	GSM2060411	Cell92-A11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	734	577	160	405	711	566	517	532	698	712
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162494	GSM2060412	Cell93-B11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	672	742	605	548	605	635	634	641	728	757
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162495	GSM2060413	Cell94-C11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	760	580	281	458	805	726	725	617	770	852
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162496	GSM2060414	Cell95-G11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	640	540	-15	410	954	496	521	501	716	633
