Mus_GeneID	Mus_Gene	Homo_GeneID	Homo_Gene
231382	Tmprss11d	9407	TMPRSS11D
20408	Sh3gl3	6457	SH3GL3
11434	Acr	49	ACR
72141	Adpgk	83440	ADPGK
108030	Lin7a	8825	LIN7A
78016	Ccdc150	284992	CCDC150
243780	E330009J07Rik	57189	KIAA1147
11859	Phox2a	401	PHOX2A
242125	Mab21l3	126868	MAB21L3
320634	Ocrl	4952	OCRL
243911	Kirrel2	84063	KIRREL2
74563	Rasgef1c	255426	RASGEF1C
71840	Tekt4	150483	TEKT4
225995	D030056L22Rik	55071	C9orf40
210004	B3gntl1	146712	B3GNTL1
19109	Prl	5617	PRL
433702	Ncbp1	4686	NCBP1
94088	Trim6	117854	TRIM6
20497	Slc12a3	6559	SLC12A3
76022	Gon4l	54856	GON4L
18744	Pja1	64219	PJA1
319530	Zfp750	79755	ZNF750
59056	Evc	2121	EVC
70771	Gpr173	54328	GPR173
102566	Ano10	55129	ANO10
320806	Gfm2	84340	GFM2
12757	Clta	1211	CLTA
16777	Lamb1	3912	LAMB1
50708	Hist1h1c	3006	HIST1H1C
228491	Zfp770	54989	ZNF770
18806	Pld2	5338	PLD2
85030	Tnfrsf25	8718	TNFRSF25
382118	Zkscan7	55888	ZKSCAN7
219072	Haus4	54930	HAUS4
230996	9430015G10Rik	54991	C1orf159
57784	Bin3	55909	BIN3
69260	Ing2	3622	ING2
18783	Pla2g4a	5321	PLA2G4A
73681	Trmt11	60487	TRMT11
72108	Ddhd2	23259	DDHD2
211978	Zfyve26	23503	ZFYVE26
22390	Wee1	7465	WEE1
545798	Tmem233	387890	TMEM233
66390	Prelid3b	51012	PRELID3B
14105	Srsf10	10772	SRSF10
105727	Slc38a1	81539	SLC38A1
19762	Rit2	6014	RIT2
70810	Krt25	147183	KRT25
230721	Pabpc4	8761	PABPC4
13346	Des	1674	DES
12028	Bax	581	BAX
240025	Dact2	168002	DACT2
258458	Olfr165	127059	OR2M5
668739	Frg2f7	448831	FRG2
668738	Frg2f6	448831	FRG2
668743	Frg2f2	448831	FRG2
433752	Frg2f1	448831	FRG2
100043811	Frg2f12	448831	FRG2
100043809	Frg2f11	448831	FRG2
100043814	Frg2f13	448831	FRG2
621499	Frg2f10	448831	FRG2
622052	Frg2f8	448831	FRG2
668736	Frg2f5	448831	FRG2
668742	Frg2f3	448831	FRG2
621487	Frg2f9	448831	FRG2
621364	Frg2f4	448831	FRG2
668739	Frg2f7	441581	FRG2B
668738	Frg2f6	441581	FRG2B
668743	Frg2f2	441581	FRG2B
433752	Frg2f1	441581	FRG2B
100043811	Frg2f12	441581	FRG2B
100043809	Frg2f11	441581	FRG2B
100043814	Frg2f13	441581	FRG2B
621499	Frg2f10	441581	FRG2B
622052	Frg2f8	441581	FRG2B
668736	Frg2f5	441581	FRG2B
668742	Frg2f3	441581	FRG2B
621487	Frg2f9	441581	FRG2B
621364	Frg2f4	441581	FRG2B
237806	Dnah9	1770	DNAH9
73288	Vps50	55610	VPS50
66480	Rpl15	6138	RPL15
109079	Sephs1	22929	SEPHS1
18408	Slc25a15	10166	SLC25A15
170643	Kirrel	55243	KIRREL1
239606	Slc2a13	114134	SLC2A13
404317	Olfr592	119679	OR52J3
67223	Rrp15	51018	RRP15
56289	Rassf1	11186	RASSF1
14735	Gpc4	2239	GPC4
77485	Stk31	56164	STK31
109181	Trip11	9321	TRIP11
237387	Lrrc3	81543	LRRC3
328232	Gfod1	54438	GFOD1
69297	Lrrc46	90506	LRRC46
12163	Bmp8a	353500	BMP8A
69576	Smco1	255798	SMCO1
12475	Cd14	929	CD14
233549	Mogat2	80168	MOGAT2
12096	Bglap	632	BGLAP
12097	Bglap2	632	BGLAP
12095	Bglap3	632	BGLAP
70533	Btf3l4	91408	BTF3L4
74190	Exoc3l4	91828	EXOC3L4
20843	Stag2	10735	STAG2
226351	Tmem185b	79134	TMEM185B
67390	Mrm3	55178	MRM3
78600	Pde6h	5149	PDE6H
64136	Sdf2l1	23753	SDF2L1
67158	Sft2d3	84826	SFT2D3
330260	Pon2	5445	PON2
97165	Hmgb2	3148	HMGB2
56524	Mpp6	51678	MPP6
67241	Smc6	79677	SMC6
226652	Arhgap30	257106	ARHGAP30
226356	Cfap221	200373	CFAP221
76142	Ppp1r14c	81706	PPP1R14C
78283	Map7d2	256714	MAP7D2
68525	Evc2	132884	EVC2
52856	Mtg2	26164	MTG2
54405	Ndufa1	4694	NDUFA1
241794	Kcng1	3755	KCNG1
381284	Crocc2	728763	CROCC2
230909	Gm572	148345	C1orf127
71398	5430427O19Rik	80231	CXorf21
244216	Zfp771	51333	ZNF771
69219	Ddah1	23576	DDAH1
223843	Dbx2	440097	DBX2
56530	Cnpy2	10330	CNPY2
76055	Mgea5	10724	OGA
15432	Hoxd12	3238	HOXD12
21894	Tln1	7094	TLN1
14360	Fyn	2534	FYN
18600	Padi2	11240	PADI2
331623	Bend3	57673	BEND3
19087	Prkar2a	5576	PRKAR2A
71805	Nup93	9688	NUP93
210297	Lrch2	57631	LRCH2
19697	Rela	5970	RELA
12022	Barx1	56033	BARX1
16543	Mdfic	29969	MDFIC
69957	Cdc16	8881	CDC16
20610	Sumo3	6612	SUMO3
66117	Fmc1	154791	FMC1
66406	Sac3d1	29901	SAC3D1
21933	Tnfrsf10b	8797	TNFRSF10A
192167	Nlgn1	22871	NLGN1
14587	Gfra3	2676	GFRA3
108841	Rdh13	112724	RDH13
67778	Zfp639	51193	ZNF639
15569	Elavl2	1993	ELAVL2
170738	Kcnh7	90134	KCNH7
84704	Snurf	8926	SNURF
16424	Itih1	3697	ITIH1
258636	Olfr1155	219438	OR5D18
12371	Casp9	842	CASP9
233020	Hipk4	147746	HIPK4
74055	Plce1	51196	PLCE1
382543	Ankfn1	162282	ANKFN1
234663	Dync1li2	1783	DYNC1LI2
68612	Ube2c	11065	UBE2C
328424	Kcnrg	283518	KCNRG
71138	Tmem217	221468	TMEM217
231532	Arhgap24	83478	ARHGAP24
66609	Cryzl1	9946	CRYZL1
224132	Dirc2	84925	DIRC2
27281	Hrasls	57110	HRASLS
23968	Nlrp5	126206	NLRP5
16534	Kcnn4	3783	KCNN4
12965	Crygb	1419	CRYGB
12352	Car5a	763	CA5A
12953	Cry2	1408	CRY2
73914	Irak3	11213	IRAK3
66916	Ndufb7	4713	NDUFB7
26876	Adh4	127	ADH4
22030	Traf2	7186	TRAF2
114479	Slc5a5	6528	SLC5A5
269854	Nat14	57106	NAT14
109065	Dnaaf2	55172	DNAAF2
68166	Spire1	56907	SPIRE1
218232	Ptpdc1	138639	PTPDC1
192140	Tmc2	117532	TMC2
107271	Yars	8565	YARS
107999	Gtpbp6	8225	GTPBP6
52670	Cpsf4l	642843	CPSF4L
93736	Aff4	27125	AFF4
14537	Gcnt1	2650	GCNT1
19289	Igdcc3	9543	IGDCC3
263764	Creg2	200407	CREG2
68375	Ndufa8	4702	NDUFA8
114714	Rad51c	5889	RAD51C
14590	Ggh	8836	GGH
93691	Klf7	8609	KLF7
140904	Caln1	83698	CALN1
442829	Ccin	881	CCIN
17153	Mal	4118	MAL
259089	Olfr571	119692	OR51S1
66847	Hint3	135114	HINT3
104009	Qsox1	5768	QSOX1
12534	Cdk1	983	CDK1
66510	Rnf181	51255	RNF181
102614	Rpp25	54913	RPP25
72102	Dusp11	8446	DUSP11
22642	Zbtb17	7709	ZBTB17
234740	Tmem231	79583	TMEM231
21393	Tcap	8557	TCAP
233887	Zfp553	197407	ZNF48
71096	Sntg1	54212	SNTG1
22320	Vamp8	8673	VAMP8
13716	Ell	8178	ELL
27998	Exosc5	56915	EXOSC5
53412	Ppp1r3c	5507	PPP1R3C
434778	Ccdc160	347475	CCDC160
626359	Wdr93	56964	WDR93
68036	Zfp706	51123	ZNF706
66190	Acer3	55331	ACER3
235339	Dlat	1737	DLAT
11567	Avil	10677	AVIL
194237	Rimkla	284716	RIMKLA
12159	Bmp4	652	BMP4
74996	Usp47	55031	USP47
12929	Crkl	1399	CRKL
231510	Gpat3	84803	GPAT3
67808	Tprgl	127262	TPRG1L
224008	Spidr	23514	SPIDR
258582	Olfr1022	390167	OR5M10
70527	Stambp	10617	STAMBP
76927	Tsacc	128229	TSACC
68177	Ebpl	84650	EBPL
192232	Hps4	89781	HPS4
231506	Lin54	132660	LIN54
319601	Zfp653	115950	ZNF653
236451	Phf11b	51131	PHF11
628705	Phf11c	51131	PHF11
219132	Phf11d	51131	PHF11
219131	Phf11a	51131	PHF11
105349	Akr1c18	8644	AKR1C3
19366	Rad54l	8438	RAD54L
71085	Arhgap19	84986	ARHGAP19
74197	Gtf2e1	2960	GTF2E1
74241	Chpf	79586	CHPF
67116	Cuedc2	79004	CUEDC2
20400	Sh2d1a	4068	SH2D1A
22245	Uck1	83549	UCK1
244962	Snx14	57231	SNX14
56305	Pitpnb	23760	PITPNB
226970	Arhgef4	50649	ARHGEF4
210554	Hus1b	135458	HUS1B
77590	Chst15	51363	CHST15
665180	Clec2l	154790	CLEC2L
26950	Vsnl1	7447	VSNL1
238317	Elmsan1	91748	ELMSAN1
30926	Glrx3	10539	GLRX3
665574	Gm7694	400793	C1orf226
70348	Ube2cbp	90025	UBE3D
68817	Ddi2	84301	DDI2
216643	Gabrp	2568	GABRP
70292	Afap1	60312	AFAP1
89867	Sec16b	89866	SEC16B
69064	Fuom	282969	FUOM
23894	Gtf2h2	2966	GTF2H2
231834	Snx8	29886	SNX8
76260	Ttc8	123016	TTC8
227399	Ppip5k2	23262	PPIP5K2
67920	Mak16	84549	MAK16
16443	Itsn1	6453	ITSN1
68279	Mcoln2	255231	MCOLN2
13497	Drp2	1821	DRP2
63955	Cables1	91768	CABLES1
258322	Olfr554	119772	OR52M1
74580	Pyroxd2	84795	PYROXD2
18217	Ntsr2	23620	NTSR2
18626	Per1	5187	PER1
14261	Fmo1	2326	FMO1
226089	Ric1	57589	RIC1
15288	Hmbs	3145	HMBS
227094	Nemp2	100131211	NEMP2
27364	Srr	63826	SRR
105847	Lmf2	91289	LMF2
66231	Thoc7	80145	THOC7
12957	Cryba1	1411	CRYBA1
56695	Pnkd	25953	PNKD
57256	Prss21	10942	PRSS21
246229	Bivm	54841	BIVM
107970	Hist1h1t	3010	HIST1H1T
20683	Sp1	6667	SP1
21372	Tbl1x	6907	TBL1X
320795	Pkn1	5585	PKN1
219026	Eddm3b	64184	EDDM3B
66492	Zmat2	153527	ZMAT2
117147	Acsm1	116285	ACSM1
70967	Eva1c	59271	EVA1C
16330	Inpp5b	3633	INPP5B
214230	Pak6	56924	PAK6
109267	Ssc4d	136853	SSC4D
18654	Pgf	5228	PGF
331026	Gmppb	29925	GMPPB
102633307	Gm31166	101927853	LOC101927853
17184	Matr3	9782	MATR3
12977	Csf1	1435	CSF1
15368	Hmox1	3162	HMOX1
75608	Chmp4b	128866	CHMP4B
69519	Rwdd2a	112611	RWDD2A
73834	Atp6v1d	51382	ATP6V1D
64453	Zfp280b	140883	ZNF280B
19896	Rpl10a	4736	RPL10A
433806	Chchd2-ps	51142	CHCHD2
14004	Chchd2	51142	CHCHD2
71207	Nudt4	11163	NUDT4
16897	Llgl1	3996	LLGL1
229584	Pogz	23126	POGZ
74488	Lrrc15	131578	LRRC15
68877	Maf1	84232	MAF1
26450	Rbbp9	10741	RBBP9
19260	Ptpn22	26191	PTPN22
414084	Tnip3	79931	TNIP3
67160	Eef1g	1937	EEF1G
23966	Tenm4	26011	TENM4
67621	Bend5	79656	BEND5
13205	Ddx3x	1654	DDX3X
23992	Prkra	8575	PRKRA
13706	Cela2a	63036	CELA2A
258387	Olfr720	254879	OR2T6
621893	Hist2h2ab	317772	HIST2H2AB
14645	Glul	2752	GLUL
26429	Orc5	5001	ORC5
101113	Snx21	90203	SNX21
69089	Oxa1l	5018	OXA1L
75597	Ndufaf2	91942	NDUFAF2
216285	Alx1	8092	ALX1
108654	Fam210a	125228	FAM210A
192170	Eif4a3	9775	EIF4A3
77980	Sbf1	6305	SBF1
18034	Nfkb2	4791	NFKB2
56367	Scoc	60592	SCOC
227715	Exosc2	23404	EXOSC2
20926	Supt6	6830	SUPT6H
20186	Nr1h4	9971	NR1H4
338352	Nell1	4745	NELL1
668501	Zfp507	22847	ZNF507
108012	Ap1s2	8905	AP1S2
17681	Msc	9242	MSC
75339	Mphosph8	54737	MPHOSPH8
16431	Itm2a	9452	ITM2A
54120	Gipc2	54810	GIPC2
67332	Snrpd3	6634	SNRPD3
69207	Srsf11	9295	SRSF11
66148	Dnajc15	29103	DNAJC15
403205	Agr3	155465	AGR3
13845	Ephb3	2049	EPHB3
320982	Arl4c	10123	ARL4C
108755	Lyrm2	57226	LYRM2
57764	Ntn4	59277	NTN4
100048644	Pet117	100303755	PET117
319164	Hist1h2ac	8330	HIST1H2AK
241520	Fam171b	165215	FAM171B
21429	Ubtf	7343	UBTF
100972	Rab28	9364	RAB28
235582	Glyctk	132158	GLYCTK
53814	Oaz3	51686	OAZ3
117004	Olfr73	390144	OR5D16
213011	Zfp583	147949	ZNF583
16818	Lck	3932	LCK
170439	Elovl6	79071	ELOVL6
66962	Swsap1	126074	SWSAP1
11766	Ap1g2	8906	AP1G2
99412	Golga2	2801	GOLGA2
22781	Ikzf4	64375	IKZF4
110891	Slc8a2	6543	SLC8A2
279499	Kctd19	146212	KCTD19
238323	Rps6kl1	83694	RPS6KL1
381677	Vgf	7425	VGF
243085	Ugt2b35	7364	UGT2B7
231396	Ugt2b36	7364	UGT2B7
110379	Sec13	6396	SEC13
353258	Ltv1	84946	LTV1
18997	Pou4f2	5458	POU4F2
12447	Ccne1	898	CCNE1
20602	Ncor2	9612	NCOR2
234595	Slc38a7	55238	SLC38A7
16173	Il18	3606	IL18
75504	1700013F07Rik	127003	C1orf194
15139	Hc	727	C5
229320	Clrn1	7401	CLRN1
216238	Eea1	8411	EEA1
54152	Dnal4	10126	DNAL4
231103	Gckr	2646	GCKR
18173	Slc11a1	6556	SLC11A1
11504	Adamts1	9510	ADAMTS1
234582	Ccdc102a	92922	CCDC102A
20817	Srpk2	6733	SRPK2
54198	Snx3	8724	SNX3
319191	Hist1h2ai	3012	HIST1H2AE
52563	Cdc23	8697	CDC23
211660	Cspp1	79848	CSPP1
101540	Prkd2	25865	PRKD2
54637	Praf2	11230	PRAF2
100504663	Atg14	22863	ATG14
632778	Erich4	100170765	ERICH4
66046	Ndufb5	4711	NDUFB5
17533	Mrc1	4360	MRC1
71885	Faap100	80233	FAAP100
13180	Pcbd1	5092	PCBD1
109778	Blvra	644	BLVRA
226519	Lamc1	3915	LAMC1
12991	Csn2	1447	CSN2
12870	Cp	1356	CP
241324	Crb2	286204	CRB2
70300	Fuz	80199	FUZ
100294583	Alkal2	285016	ALKAL2
74890	Morn3	283385	MORN3
231670	Fbxo21	23014	FBXO21
13081	Cyp24a1	1591	CYP24A1
66170	Chchd5	84269	CHCHD5
245403	Dcaf12l2	340578	DCAF12L2
69060	Pnlip	5406	PNLIP
14696	Gnb4	59345	GNB4
433931	Pigg	54872	PIGG
209357	Gtf2h3	2967	GTF2H3
67008	Yae1d1	57002	YAE1
226499	Odr4	54953	ODR4
105428	Fam149b	317662	FAM149B1
380711	Rap1gap2	23108	RAP1GAP2
67509	Saysd1	55776	SAYSD1
668166	Zxdb	158586	ZXDB
214253	Etnk2	55224	ETNK2
269003	Sap130	79595	SAP130
73830	Eif3k	27335	EIF3K
56173	Cldn14	23562	CLDN14
93884	Pcdhb13	56130	PCDHB6
27015	Polk	51426	POLK
19771	Rlbp1	6017	RLBP1
67887	Saraf	51669	SARAF
105782	Scrib	23513	SCRIB
19056	Ppp3cb	5532	PPP3CB
19342	Rab4b	53916	RAB4B
81877	Tnxb	7148	TNXB
27392	Pign	23556	PIGN
229389	Otol1	131149	OTOL1
57267	Apba3	9546	APBA3
234577	Cpne2	221184	CPNE2
26403	Map3k11	4296	MAP3K11
54670	Atp8b1	5205	ATP8B1
434121	Sult2a4	6822	SULT2A1
629219	Sult2a6	6822	SULT2A1
20859	Sult2a1	6822	SULT2A1
434264	Sult2a5	6822	SULT2A1
629203	Sult2a3	6822	SULT2A1
20239	Atxn2	6311	ATXN2
231931	Gimap6	474344	GIMAP6
15239	Hgs	9146	HGS
234594	Cnot1	23019	CNOT1
73106	Prss57	400668	PRSS57
269966	Nup98	4928	NUP98
22021	Tpst1	8460	TPST1
17151	Ccndbp1	23582	CCNDBP1
72169	Trim29	23650	TRIM29
319160	Hist1h4k	8365	HIST1H4H
13682	Eif4a2	1974	EIF4A2
53600	Timm23	100287932	TIMM23
213895	Bms1	9790	BMS1
108829	Jmjd1c	221037	JMJD1C
18207	Nthl1	4913	NTHL1
18798	Plcb4	5332	PLCB4
16153	Il10	3586	IL10
27385	Magel2	54551	MAGEL2
100689	Spon2	10417	SPON2
117592	B3galt6	126792	B3GALT6
16998	Ltbp3	4054	LTBP3
258882	Olfr874	219858	OR8B12
226352	Epb41l5	57669	EPB41L5
170935	Grid2ip	392862	GRID2IP
242362	Manea	79694	MANEA
237940	Aoc2	314	AOC2
76793	Snip1	79753	SNIP1
435921	Clec2f	387836	CLEC2A
382083	Snx22	79856	SNX22
212198	Wdr25	79446	WDR25
18188	Nrtn	4902	NRTN
71435	Arhgap21	57584	ARHGAP21
52245	Commd2	51122	COMMD2
16419	Itgb5	3693	ITGB5
74201	Cep97	79598	CEP97
218973	Wdhd1	11169	WDHD1
66701	Spryd4	283377	SPRYD4
192786	Rapgef6	51735	RAPGEF6
13167	Dbi	1622	DBI
108909	Aida	64853	AIDA
16578	Kif9	64147	KIF9
546648	Klhdc7b	113730	KLHDC7B
269295	Rtn4rl2	349667	RTN4RL2
75029	Purg	29942	PURG
14238	Foxf2	2295	FOXF2
231659	Gcn1l1	10985	GCN1
67890	Ufm1	51569	UFM1
16012	Igfbp6	3489	IGFBP6
52004	Cdk2ap2	10263	CDK2AP2
64930	Tsc1	7248	TSC1
14408	Gabrr1	2569	GABRR1
433926	Lrrc8b	23507	LRRC8B
110902	Chrna2	1135	CHRNA2
15370	Nr4a1	3164	NR4A1
66867	Hmg20a	10363	HMG20A
12723	Clcn1	1180	CLCN1
24059	Slco2a1	6578	SLCO2A1
17110	Lyz1	4069	LYZ
17105	Lyz2	4069	LYZ
18053	Ngfr	4804	NGFR
66505	Zmynd11	10771	ZMYND11
74392	Specc1l	23384	SPECC1L
16451	Jak1	3716	JAK1
226518	Nmnat2	23057	NMNAT2
75212	Rnf121	55298	RNF121
242484	D630039A03Rik	401546	C9orf152
99237	Tm9sf4	9777	TM9SF4
102920	Cenpi	2491	CENPI
80888	Hspb8	26353	HSPB8
319552	Spx	80763	SPX
271221	Rubcnl	80183	RUBCNL
21683	Tecta	7007	TECTA
11352	Abl2	27	ABL2
319734	Cacna2d4	93589	CACNA2D4
210998	Fam91a1	157769	FAM91A1
76380	Cep112	201134	CEP112
109145	Gins4	84296	GINS4
71690	Esm1	11082	ESM1
258155	Olfr1425	390199	OR4D9
170757	Adgrl4	64123	ADGRL4
667823	Trim5	85363	TRIM5
319236	Trim12c	85363	TRIM5
22143	Tuba1b	10376	TUBA1B
30853	Mlf2	8079	MLF2
109323	C1qtnf7	114905	C1QTNF7
77591	Ddx10	1662	DDX10
192174	Rwdd4a	201965	RWDD4
54401	Ywhab	7529	YWHAB
399548	Scn4b	6330	SCN4B
52040	Ppp1r10	5514	PPP1R10
21353	Tank	10010	TANK
67163	Ccdc47	57003	CCDC47
12569	Cdk5r1	8851	CDK5R1
234258	Neil3	55247	NEIL3
237400	Mex3d	399664	MEX3D
12830	Col4a5	1287	COL4A5
433323	Sgpp2	130367	SGPP2
17202	Mc4r	4160	MC4R
227933	Ccdc148	130940	CCDC148
56089	Ramp3	10268	RAMP3
20147	Rs1	6247	RS1
23943	Esyt1	23344	ESYT1
12846	Comt	1312	COMT
14616	Gja8	2703	GJA8
73103	3110009E18Rik	130355	C2orf76
18797	Plcb3	5331	PLCB3
26904	Sh2d1b1	117157	SH2D1B
434128	Pnmal2	57469	PNMA8B
19265	Ptprcap	5790	PTPRCAP
100039968	Tmem35b	100506144	TMEM35B
77531	Anks1b	56899	ANKS1B
56086	Set	6418	SET
18752	Prkcg	5582	PRKCG
68307	Lrriq4	344657	LRRIQ4
75698	Shld2	54537	SHLD2
16589	Uhmk1	127933	UHMK1
66586	Crls1	54675	CRLS1
319942	A530016L24Rik	400258	C14orf180
20429	Shox2	6474	SHOX2
15162	Hck	3055	HCK
75406	Ndufs7	374291	NDUFS7
13177	Eci1	1632	ECI1
105511	Fam170b	170370	FAM170B
211961	Asxl3	80816	ASXL3
214384	Myocd	93649	MYOCD
71834	Zbtb43	23099	ZBTB43
56468	Socs5	9655	SOCS5
19303	Pxn	5829	PXN
56069	Il17b	27190	IL17B
67136	Kbtbd4	55709	KBTBD4
56043	Akr1e1	83592	AKR1E2
258357	Olfr574	401665	OR51T1
12652	Chga	1113	CHGA
66680	Oser1	51526	OSER1
102339	Cog4	25839	COG4
12837	Col8a1	1295	COL8A1
57439	Tmem183a	92703	TMEM183A
71715	Dhx35	60625	DHX35
18453	P4hb	5034	P4HB
15110	Hand1	9421	HAND1
26938	St6galnac5	81849	ST6GALNAC5
320595	Phf8	23133	PHF8
19668	Rbpjl	11317	RBPJL
109652	Acy1	95	ACY1
241296	Lrrc8a	56262	LRRC8A
170728	Rtn4ip1	84816	RTN4IP1
72236	Tsnaxip1	55815	TSNAXIP1
73710	Tubb2b	347733	TUBB2B
13861	Epx	8288	EPX
258620	Olfr350	26219	OR1J4
242707	Lactbl1	646262	LACTBL1
619331	Zfp551	90233	ZNF551
68550	Tefm	79736	TEFM
67177	Cdt1	81620	CDT1
56194	Prpf40a	55660	PRPF40A
77578	Bcl9	607	BCL9
57266	Cxcl14	9547	CXCL14
51938	Ccdc39	339829	CCDC39
15901	Id1	3397	ID1
67375	Qprt	23475	QPRT
56215	Acin1	22985	ACIN1
53621	Cnot4	4850	CNOT4
12890	Cplx2	10814	CPLX2
13132	Dab2	1601	DAB2
259003	Olfr172	26339	OR5K1
259002	Olfr173	26339	OR5K1
107513	Ssr1	6745	SSR1
245381	Sowahd	347454	SOWAHD
105638	Dph3	285381	DPH3
57258	Xpo4	64328	XPO4
14579	Gem	2669	GEM
67285	Cwc27	10283	CWC27
18227	Nr4a2	4929	NR4A2
18749	Prkacb	5567	PRKACB
12808	Cobl	23242	COBL
18145	Npc1	4864	NPC1
272538	Tango6	79613	TANGO6
77053	Sun1	23353	SUN1
269016	Sh3rf2	153769	SH3RF2
16869	Lhx1	3975	LHX1
320332	Hist4h4	8366	HIST1H4B
231874	Ccz1	51622	CCZ1
231874	Ccz1	221960	CCZ1B
225608	Sh3tc2	79628	SH3TC2
208665	Akr1d1	6718	AKR1D1
243842	Bicra	29998	BICRA
13838	Epha4	2043	EPHA4
12592	Cdx4	1046	CDX4
51797	Ctps	1503	CTPS1
59083	Fetub	26998	FETUB
414872	Zyg11b	79699	ZYG11B
20608	Sstr4	6754	SSTR4
67513	Faap20	199990	FAAP20
21834	Thrb	7068	THRB
214931	Fbxl16	146330	FBXL16
100855	Tbc1d14	57533	TBC1D14
65079	Rtn4r	65078	RTN4R
98828	Cdc123	8872	CDC123
170790	Mlc1	23209	MLC1
57394	Cltrn	57393	CLTRN
217369	Uts2r	2837	UTS2R
73075	Ppil6	285755	PPIL6
56808	Cacna2d2	9254	CACNA2D2
54383	Phc2	1912	PHC2
231130	Tnip2	79155	TNIP2
50496	E2f6	1876	E2F6
11891	Rab27a	5873	RAB27A
20928	Abcc9	10060	ABCC9
56551	Txn2	25828	TXN2
114304	Slc28a3	64078	SLC28A3
11777	Ap3s1	1176	AP3S1
71909	Haus5	23354	HAUS5
74026	Msl1	339287	MSL1
381318	Nsl1	25936	NSL1
20203	S100b	6285	S100B
68283	9530077C05Rik	23366	KIAA0895
109331	Rnf20	56254	RNF20
214239	Ccdc9b	388115	CCDC9B
50931	Il27ra	9466	IL27RA
243312	Elfn1	392617	ELFN1
232976	Zfp574	64763	ZNF574
19224	Ptgs1	5742	PTGS1
18331	Olfr32	119765	OR4B1
80708	Pacsin3	29763	PACSIN3
214240	Disp2	85455	DISP2
22225	Usp5	8078	USP5
12971	Crym	1428	CRYM
320772	Mdga2	161357	MDGA2
13548	Dyrk1a	1859	DYRK1A
11722	Amy1	279	AMY2A
67511	Tmed9	54732	TMED9
103733	Tubg1	7283	TUBG1
75564	Rsph9	221421	RSPH9
67417	Ears2	124454	EARS2
76608	Hectd3	79654	HECTD3
330863	Trim67	440730	TRIM67
20962	Sycp3	50511	SYCP3
330301	Zfp786	136051	ZNF786
66229	Rpl7l1	285855	RPL7L1
54631	Nphs1	4868	NPHS1
14792	Lpcat3	10162	LPCAT3
17287	Mep1a	4224	MEP1A
114143	Atp6v0b	533	ATP6V0B
17132	Maf	4094	MAF
26879	B3galnt1	8706	B3GALNT1
77006	Ddrgk1	65992	DDRGK1
218877	Sema3g	56920	SEMA3G
258315	Olfr767	121129	OR2AP1
544748	Olfr765	121129	OR2AP1
22269	Upk2	7379	UPK2
67711	Nsmce1	197370	NSMCE1
242093	Rxfp4	339403	RXFP4
76251	Ercc6l2	375748	ERCC6L2
22340	Vegfb	7423	VEGFB
17762	Mapt	4137	MAPT
66569	Gdpd1	284161	GDPD1
84092	Usp8	9101	USP8
432582	Ccdc92b	101928991	CCDC92B
70361	Lman1	3998	LMAN1
404242	Mrgprx1	117196	MRGPRX4
330171	Kctd10	83892	KCTD10
20510	Slc1a1	6505	SLC1A1
226421	Rab7b	338382	RAB7B
66408	Aptx	54840	APTX
233890	Zfp768	79724	ZNF768
382239	Cpxcr1	53336	CPXCR1
68151	Wls	79971	WLS
93834	Peli2	57161	PELI2
19271	Ptprj	5795	PTPRJ
68815	Btbd10	84280	BTBD10
12672	Chrm4	1132	CHRM4
67758	Aadac	13	AADAC
18816	Serpinf2	5345	SERPINF2
244421	Lonrf1	91694	LONRF1
259049	Olfr618	340980	OR52B6
321000	Lrif1	55791	LRIF1
26569	Slc27a4	10999	SLC27A4
21941	Tnfrsf8	943	TNFRSF8
72350	Zc2hc1c	79696	ZC2HC1C
68090	Yif1a	10897	YIF1A
110794	Cebpe	1053	CEBPE
79059	Nme3	4832	NME3
67821	Atp1b4	23439	ATP1B4
258814	Olfr1156	26338	OR5L2
217843	Unc79	57578	UNC79
12638	Cftr	1080	CFTR
107589	Mylk	4638	MYLK
22419	Wnt5b	81029	WNT5B
19053	Ppp2cb	5516	PPP2CB
236900	Pdk3	5165	PDK3
21899	Tlr6	10333	TLR6
22433	Xbp1	7494	XBP1
102462	Imp3	55272	IMP3
228019	Mettl8	79828	METTL8
226255	Atrnl1	26033	ATRNL1
71837	1700003E16Rik	388963	C2orf81
102632837	Rnf212b	100507650	RNF212B
229214	Qrfpr	84109	QRFPR
237877	Atad5	79915	ATAD5
228942	Cbln4	140689	CBLN4
71881	Apmap	57136	APMAP
12813	Col10a1	1300	COL10A1
21766	Tex261	113419	TEX261
114585	D17H6S53E	57827	C6orf47
17766	Nudt1	4521	NUDT1
72640	Mex3a	92312	MEX3A
68527	Ucma	221044	UCMA
233081	Ffar1	2864	FFAR1
23942	Mta2	9219	MTA2
547253	Parp14	54625	PARP14
66622	Ubr7	55148	UBR7
56809	Gmeb1	10691	GMEB1
11636	Ak1	203	AK1
114141	Cldn16	10686	CLDN16
27220	Cartpt	9607	CARTPT
67367	Paxbp1	94104	PAXBP1
78771	Mctp1	79772	MCTP1
211064	Alkbh1	8846	ALKBH1
65114	Vps35	55737	VPS35
14977	Slc39a7	7922	SLC39A7
22229	Ucp3	7352	UCP3
74213	Rbm26	64062	RBM26
243864	Mill2	4277	MICB
26919	Zfp346	23567	ZNF346
70884	Ccdc81	60494	CCDC81
